dataset,model,val_acc,activation,dropout_rate,hidden_units,learning_rate,num_layers,weight_decay,ff_dim,num_heads,pooling,kernel_size,num_filters,pooling_size,bidirectional,output_activation
classification_ozone,FCNN,0.6000000059604644,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
classification_ozone,FCNN,0.5548387050628663,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
classification_ozone,FCNN,0.5806451559066772,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
classification_ozone,FCNN,0.5225806415081025,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
classification_ozone,FCNN,0.6,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
classification_ozone,FCNN,0.6967741847038269,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
classification_ozone,FCNN,0.6322580337524414,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
classification_ozone,FCNN,0.5999999940395355,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
classification_ozone,FCNN,0.6064515948295593,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
classification_ozone,FCNN,0.5935483932495117,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
classification_ozone,FCNN,0.5032257974147797,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
classification_ozone,FCNN,0.5032257914543152,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
classification_ozone,FCNN,0.5354838669300079,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
classification_ozone,FCNN,0.49032256603240965,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
classification_ozone,FCNN,0.49032256603240965,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
classification_ozone,FCNN,0.4709677278995514,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
classification_ozone,FCNN,0.49677417874336244,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
classification_ozone,FCNN,0.5483870923519134,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
classification_ozone,FCNN,0.4774193406105042,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
classification_ozone,FCNN,0.5161290168762207,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
classification_ozone,FCNN,0.5032258033752441,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
classification_ozone,FCNN,0.5096774101257324,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
classification_ozone,FCNN,0.5612903118133545,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
classification_ozone,FCNN,0.5290322482585907,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
classification_ozone,FCNN,0.4709677278995514,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
classification_ozone,FCNN,0.5290322542190552,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
classification_ozone,FCNN,0.5419354677200318,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
classification_ozone,FCNN,0.56129030585289,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
classification_ozone,FCNN,0.4838709533214569,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
classification_ozone,FCNN,0.5870967745780945,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
classification_ozone,FCNN,0.6193548262119293,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
classification_ozone,FCNN,0.6322580456733704,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
classification_ozone,FCNN,0.6709677398204803,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
classification_ozone,FCNN,0.696774160861969,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
classification_ozone,FCNN,0.6064516186714173,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
classification_ozone,FCNN,0.5548387169837952,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
classification_ozone,FCNN,0.5677419185638428,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
classification_ozone,FCNN,0.5419354677200318,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
classification_ozone,FCNN,0.5032257914543152,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
classification_ozone,FCNN,0.5290322542190552,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
classification_ozone,FCNN,0.6903225779533386,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
classification_ozone,FCNN,0.6322580575942993,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
classification_ozone,FCNN,0.6322580456733704,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
classification_ozone,FCNN,0.6580645084381104,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
classification_ozone,FCNN,0.6322580575942993,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
classification_ozone,FCNN,0.49032256603240965,tanh,0.5158026504679,80.0,1.54230528e-05,4,0.007542302998,,,,,,,,
classification_ozone,FCNN,0.5161290168762207,tanh,0.5158026504679,80.0,1.54230528e-05,4,0.007542302998,,,,,,,,
