dataset,model,val_acc,activation,dropout_rate,hidden_units,learning_rate,num_layers,weight_decay,ff_dim,num_heads,pooling,kernel_size,num_filters,pooling_size,bidirectional,output_activation
Car,FCNN,0.8583333373069764,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
Car,FCNN,0.8416666746139526,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
Car,FCNN,0.775,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
Car,FCNN,0.825,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
Car,FCNN,0.8333333373069763,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
Car,FCNN,0.466666667163372,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
Car,FCNN,0.6916666865348816,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
Car,FCNN,0.49999999850988386,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
Car,FCNN,0.5499999940395355,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
Car,FCNN,0.725,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
Car,FCNN,0.7833333492279053,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
Car,FCNN,0.8083333373069763,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
Car,FCNN,0.8083333492279052,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
Car,FCNN,0.8083333253860474,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
Car,FCNN,0.8,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
Car,FCNN,0.3000000059604645,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
Car,FCNN,0.45833333134651183,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
Car,FCNN,0.5583333432674408,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
Car,FCNN,0.3333333432674408,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
Car,FCNN,0.40833333432674407,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
Car,FCNN,0.7250000059604644,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
Car,FCNN,0.7083333373069763,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
Car,FCNN,0.75,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
Car,FCNN,0.7666666746139527,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
Car,FCNN,0.7916666626930237,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
Car,FCNN,0.5083333343267441,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
Car,FCNN,0.5499999940395355,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
Car,FCNN,0.6666666746139527,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
Car,FCNN,0.7249999880790711,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
Car,FCNN,0.7166666746139526,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
Car,FCNN,0.8333333253860473,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
Car,FCNN,0.775,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
Car,FCNN,0.8166666626930237,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
Car,FCNN,0.825,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
Car,FCNN,0.8499999880790711,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
Car,FCNN,0.7916666746139527,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
Car,FCNN,0.8166666746139526,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
Car,FCNN,0.8166666746139526,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
Car,FCNN,0.7333333253860473,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
Car,FCNN,0.7833333253860474,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
Car,FCNN,0.85,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
Car,FCNN,0.8583333373069764,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
Car,FCNN,0.8666666626930237,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
Car,FCNN,0.8333333253860473,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
Car,FCNN,0.8333333373069763,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
Car,FCNN,0.5083333432674408,tanh,0.5158026504679,80.0,1.54230528e-05,4,0.007542302998,,,,,,,,
