dataset,model,val_acc,activation,dropout_rate,hidden_units,learning_rate,num_layers,weight_decay,ff_dim,num_heads,pooling,kernel_size,num_filters,pooling_size,bidirectional,output_activation
CBF,FCNN,0.9709677457809448,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
CBF,FCNN,0.9849462509155273,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
CBF,FCNN,0.9892473220825195,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
CBF,FCNN,0.9881720542907715,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
CBF,FCNN,0.9849462509155273,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
CBF,FCNN,0.9817204356193543,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
CBF,FCNN,0.9870967864990234,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
CBF,FCNN,0.9946236610412598,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
CBF,FCNN,0.9913978576660156,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
CBF,FCNN,0.9956989288330078,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
CBF,FCNN,0.9956989288330078,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
CBF,FCNN,0.9924731254577637,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
CBF,FCNN,0.9881720423698426,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
CBF,FCNN,0.9849462389945984,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
CBF,FCNN,0.9935483932495117,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
