activation,dropout_rate,hidden_units,learning_rate,num_layers,weight_decay,dataset,group_id,repeat_idx,val_acc_1,val_acc_std_1,val_acc_2,val_acc_std_2,val_acc_3,val_acc_std_3,val_acc_4,val_acc_std_4,val_acc_5,val_acc_std_5,val_acc_6,val_acc_std_6,val_acc_7,val_acc_std_7,val_acc_8,val_acc_std_8,val_acc_9,val_acc_std_9,val_acc_10,val_acc_std_10,val_acc_11,val_acc_std_11,val_acc_12,val_acc_std_12,val_acc_13,val_acc_std_13,val_acc_14,val_acc_std_14,val_acc_15,val_acc_std_15,val_acc_16,val_acc_std_16,val_acc_17,val_acc_std_17,val_acc_18,val_acc_std_18,val_acc_19,val_acc_std_19,val_acc_20,val_acc_std_20
tanh,0.3633583992103,50,0.0002010646935,1,6.709385e-05,AbnormalHeartbeat,ed9aaf43df12cd7f3007f4ca68cafa29,0,0.4875,0.0818785781660869,0.5112195187807083,0.08239788283564749,0.5595121991634369,0.07690859447873971,0.5736585420370102,0.06871385395037485,0.5985365855693817,0.06698664035808359,0.6204878091812134,0.06262643721794316,0.6517073214054108,0.04554514391228028,0.6634146392345428,0.03432011996754231,0.6687804865837097,0.0311584758081992,0.6785365915298462,0.019694274388150666,0.6775609827041625,0.01477574130661658,0.6814634203910829,0.015956517834330892,0.6780487847328186,0.015900502736112425,0.6839024448394776,0.018462625188843212,0.6887804889678956,0.020083114216093486,0.6873170804977418,0.016667663845829912,0.6917073202133179,0.017298164354557083,0.6843902444839477,0.01838189123998098,0.6912195134162903,0.02095290179604052,0.6863414645195007,0.016415921824815462
gelu,0.1729053303171,24,1.38845551e-05,3,0.0001357952827,AbnormalHeartbeat,cfeff12c4fac8655fbd00d05d480f736,1,0.526875,0.13090729066786158,0.41512196302413945,0.0809925075108362,0.4229268348217011,0.08375838963333275,0.411707319021225,0.0698515497723974,0.40195122361183167,0.06405400377546637,0.4146341490745544,0.0435964933938417,0.4253658580780029,0.03164158285746691,0.4390243923664093,0.04470805283823761,0.4468292689323425,0.05687164459110177,0.4487804877758026,0.05817980670901121,0.4570731747150421,0.05406167690183113,0.44731707572937013,0.05221449159848136,0.45902438879013063,0.05271904927924667,0.4521951234340668,0.0523851079038396,0.45268292665481563,0.05356421607641959,0.45365853190422056,0.05390740604258046,0.45560975313186647,0.05330816465120836,0.459512197971344,0.042581764906165956,0.4614634168148041,0.044084988959832455,0.470243901014328,0.05366961826989646
gelu,0.4877392393243,65,0.0001168172668,4,0.0002461600762,AbnormalHeartbeat,15773bcefec29eb8b98b2eefcebe6dc3,2,0.47624999999999995,0.11670944156322573,0.5834146499633789,0.05076453027737554,0.6302439153194428,0.05041764862348654,0.6658536696434021,0.03686881592840095,0.6902439165115357,0.049506783928921654,0.6902439165115357,0.05010399199635134,0.6931707382202148,0.04845623753486799,0.6956097626686096,0.043848205074460314,0.7019512307643889,0.029692056785053465,0.7117073321342469,0.028359887486613947,0.7165853786468506,0.02122091742091875,0.721951231956482,0.007903343055395645,0.7268292808532715,0.010907644932390704,0.7278048872947693,0.006360197117276494,0.7278048896789551,0.007235313318358296,0.7297561097145081,0.007397923744470616,0.7273170852661133,0.007397923940980252,0.7258536696434021,0.006589880248182825,0.7263414764404297,0.006313254612476534,0.7263414788246155,0.008162534759127874
gelu,0.5270725066208,83,1.6405107e-05,4,0.0005345189815,AbnormalHeartbeat,91fa57aea9d43fcc7906bb261c09b20a,3,0.5525,0.03791437722025776,0.474146353006363,0.17911973642833479,0.5073170852661133,0.13732379170834524,0.49658537626266475,0.14856642153780428,0.5102439105510712,0.13848204660936028,0.5219512236118317,0.13160565646462083,0.5287804913520813,0.12626988008169276,0.5297561007738113,0.1182788604573017,0.5248780536651612,0.1283955881946994,0.5312195110321045,0.11019424982255674,0.5390243923664093,0.11477676944793624,0.5492682933807373,0.1053788423756018,0.5443902444839477,0.10542117436051017,0.5439024424552917,0.11569309592853753,0.5385365879535675,0.11141564764191246,0.5478048777580261,0.10942497790416814,0.5419512224197388,0.11130880869021229,0.5560975635051728,0.10876244643131054,0.5609756129980088,0.10778722743978027,0.5595122027397157,0.09575462290365246
relu,0.3619822498371,14,0.0002107947679,3,1.07418377e-05,AbnormalHeartbeat,2073f64d270ad42d5b9aa11774d78dc8,4,0.5037499999999999,0.07636773697052965,0.6004878175258637,0.08221357475214458,0.5858536702394486,0.08433877204969309,0.5746341532468796,0.06454435390195798,0.5921951282024382,0.05668829886655595,0.6082926899194718,0.061933936635585066,0.6156097632646562,0.06412825469394597,0.6321951270103454,0.05708046382139235,0.6312195134162903,0.06667063074334524,0.6443902468681335,0.05511871125335957,0.6624390304088592,0.04201922885705723,0.6726829254627228,0.033769696894545,0.6741463494300841,0.03477641643313507,0.6839024448394776,0.034041650626389024,0.6931707382202148,0.03764324316922,0.7014634191989899,0.030149338408949213,0.7107317137718201,0.022460224583601085,0.7126829326152802,0.025370546536232958,0.709268296957016,0.02918688258079143,0.7126829314231873,0.01991953152181531
relu,0.5536549140244,104,1.07099908e-05,3,0.0004753660264,AbnormalHeartbeat,8c1c6950282f0e85bee0e0da7b5e918d,5,0.5237499999999999,0.0957495104426127,0.5097561120986939,0.051277551324502964,0.4814634239673614,0.0668087946178867,0.47804879128932953,0.07156781194451717,0.4995122039318085,0.061350066671246956,0.49609756648540493,0.06468245027678847,0.49658537030220024,0.059658963943464045,0.5053658545017242,0.05613466307359908,0.5224390298128128,0.05416611517790929,0.5346341460943222,0.06552311083828345,0.5351219546794891,0.061957941414019155,0.5326829290390014,0.05339737257255196,0.5429268366098403,0.04864615700705149,0.5375609791278839,0.04690288707969178,0.5409756124019622,0.05160712882608748,0.5434146356582641,0.05325234221928507,0.5409756100177765,0.07008535577066491,0.5336585402488708,0.058926545973727325,0.5458536601066589,0.050264027412040606,0.5609756159782411,0.04637354933723791
relu,0.3473123598305,63,2.85415706e-05,1,0.001640519068,AbnormalHeartbeat,5742450bdf7a0d259b2ffe6c2f067700,6,0.510625,0.07978241895931712,0.4731707406044007,0.06325025722016155,0.4775609761476517,0.0734223298755226,0.4951219499111176,0.06301468527970742,0.5239024353027343,0.04179920844533107,0.5409756135940551,0.03186639267408367,0.5507317125797272,0.03368150682650938,0.5619512188434601,0.028475026356533394,0.56341463804245,0.028075280680955845,0.5702439105510712,0.02589274874227726,0.5760975658893586,0.038308998222531324,0.5897560954093933,0.02820212528582316,0.5921951234340668,0.030822550487220948,0.5980487859249115,0.023984431916844972,0.6004878056049348,0.021150715228729876,0.6000000011920928,0.01849481800764263,0.6053658556938171,0.017789836563645967,0.6063414657115935,0.022327398190958705,0.6019512224197389,0.024717324212852013,0.6000000023841857,0.019889639465610252
relu,0.5511423928914,92,3.56194596e-05,3,0.0030315754747,AbnormalHeartbeat,4850c66d46ac85e7624f6f8b6300b5ab,7,0.55375,0.1342913984121842,0.4892683041095734,0.10365997128899658,0.4858536720275879,0.07676923868473706,0.5078048872947692,0.07344258812566748,0.555609759092331,0.052606090161457286,0.5560975623130797,0.060534994201936435,0.5819512224197387,0.046103370842955474,0.5965853679180146,0.05960908230876803,0.5848780477046966,0.05560226822080989,0.5975609815120697,0.07071067621690705,0.6107317101955415,0.06438285480471025,0.6268292665481567,0.06369543863676423,0.6365853691101074,0.06835798409282817,0.6341463434696197,0.07371747113962228,0.644878054857254,0.06925713237678656,0.6546341526508332,0.06433663901003688,0.6560975623130798,0.06632621883763985,0.6697560954093933,0.06813133993550265,0.676585373878479,0.06188588963132719,0.680975615978241,0.05708046388506417
gelu,0.1321503402253,105,9.18214799e-05,4,0.0006132819977,AbnormalHeartbeat,5c4fe690f856429df3a653b47ed3e66f,8,0.4924999999999999,0.04622465521775148,0.5078048896789551,0.10139421312083821,0.5346341550350189,0.11077306982277657,0.6243902516365051,0.049865972375990164,0.6575609850883484,0.04205461130777118,0.678536593914032,0.02969205357806459,0.7019512224197388,0.015074676931573426,0.704878056049347,0.015133750246571915,0.7063414692878723,0.014896036029640418,0.7102439117431641,0.019618611468875568,0.7078048825263977,0.021910527088642863,0.7112195181846619,0.0157690020715342,0.7146341490745545,0.016721113701129383,0.7151219511032104,0.01820303128088407,0.7146341490745545,0.015806682431909448,0.7126829242706298,0.023035553146586143,0.715121955871582,0.01900248399341255,0.7126829290390015,0.021150710382987173,0.7146341562271118,0.025754523817717652,0.7131707334518433,0.0133144789244155
tanh,0.5158026504679,80,1.54230528e-05,4,0.007542302998,AbnormalHeartbeat,ee37f1fcbc227d86e3aba907009073ec,9,0.44625000000000004,0.10685489576991783,0.47219513773918154,0.12184873872523679,0.48146342873573306,0.10878431937589744,0.4800000095367432,0.07618584967518027,0.4970731782913208,0.05982823133689651,0.49756098270416266,0.0577178550594787,0.5034146392345429,0.07554285145178218,0.5073170751333237,0.06879173474927601,0.49463415205478667,0.07336154165901156,0.5078048807382582,0.07190780267326895,0.5024390262365341,0.06306187236123252,0.50536585688591,0.05922863284914918,0.5068292647600174,0.06905929221825523,0.5126829338073731,0.07404759228174936,0.5082926833629609,0.07632626448976285,0.5121951270103454,0.073109736807474,0.5268292754888535,0.07535362080439446,0.52341463804245,0.06663046647225265,0.5190243983268739,0.07450810446373973,0.5317073214054108,0.07747502448861474
