Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.0,0.014711,5
Moderate_Standard,0.0,0.008656,5
Moderate_Aggressive,0.2,0.008138,4
Moderate_Gradual,0.0,0.018498,5
Moderate_TwoStage,0.0,0.018044,4
Aggressive_Linear,0.0,0.018498,4
Aggressive_Standard,0.0,0.014437,4
Aggressive_Aggressive,0.2,0.003608,4
Aggressive_Gradual,0.0,0.018498,4
Aggressive_TwoStage,0.0,0.014437,4
Conservative_Linear,0.0,0.014437,6
Conservative_Standard,0.2,0.003608,6
Conservative_Aggressive,0.2,0.004913,4
Conservative_Gradual,0.0,0.018498,6
Conservative_TwoStage,0.0,0.015125,4
VeryAggressive_Linear,0.0,0.018498,4
VeryAggressive_Standard,0.0,0.014437,4
VeryAggressive_Aggressive,0.2,0.002229,4
VeryAggressive_Gradual,0.0,0.018498,4
VeryAggressive_TwoStage,0.0,0.014437,4
Standard_Linear,0.0,0.012534,6
Standard_Standard,0.2,0.004201,7
Standard_Aggressive,0.4,0.01162,4
Standard_Gradual,0.0,0.014437,8
Standard_TwoStage,0.0,0.031316,4
