Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.2,0.0072,5
Moderate_Standard,0.0,0.0096,5
Moderate_Aggressive,0.4,0.0056,4
Moderate_Gradual,0.2,0.0156,5
Moderate_TwoStage,0.0,0.008,4
Aggressive_Linear,0.2,0.0156,4
Aggressive_Standard,0.2,0.0096,4
Aggressive_Aggressive,0.0,0.0076,4
Aggressive_Gradual,0.2,0.0072,4
Aggressive_TwoStage,0.2,0.0096,4
Conservative_Linear,0.2,0.0072,6
Conservative_Standard,0.0,0.008,6
Conservative_Aggressive,0.2,0.014,4
Conservative_Gradual,0.2,0.0156,6
Conservative_TwoStage,0.2,0.0104,4
VeryAggressive_Linear,0.2,0.0156,4
VeryAggressive_Standard,0.2,0.0072,4
VeryAggressive_Aggressive,0.0,0.0076,4
VeryAggressive_Gradual,0.2,0.0072,4
VeryAggressive_TwoStage,0.2,0.0072,4
Standard_Linear,0.2,0.0088,6
Standard_Standard,0.2,0.0088,7
Standard_Aggressive,0.2,0.0072,4
Standard_Gradual,0.2,0.012,8
Standard_TwoStage,0.0,0.0092,4
