Model,Dataset,Hybrid_Name,Budget_Strategy,Dropout_Strategy,Constraint_Type,Constraint_Value,Performance_At_Timeout,Performance_At_Convergence,Performance_Gap,Performance_Retention,Relative_Performance_Gap,Budget_Utilization,Early_Stopping,Completed_Rounds
CNN,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.079755,False,3
CNN,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.033231,False,3
CNN,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.011077,False,3
CNN,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.053242,False,3
CNN,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.022184,False,3
CNN,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.007395,False,3
CNN,CatsDogs,Standard_Linear,Standard,Linear,max_epochs,1000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,CatsDogs,Standard_Linear,Standard,Linear,max_epochs,2000,0.000000,0.400000,0.400000,0.000000,1.000000,1.000000,True,4
CNN,CatsDogs,Standard_Linear,Standard,Linear,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,5
CNN,CatsDogs,Standard_Linear,Standard,Linear,max_time_hours,10,0.400000,0.400000,0.000000,1.000000,0.000000,0.032306,False,6
CNN,CatsDogs,Standard_Linear,Standard,Linear,max_time_hours,24,0.400000,0.400000,0.000000,1.000000,0.000000,0.013461,False,6
CNN,CatsDogs,Standard_Linear,Standard,Linear,max_time_hours,72,0.400000,0.400000,0.000000,1.000000,0.000000,0.004487,False,6
CNN,CatsDogs,Standard_Standard,Standard,Standard,max_epochs,1000,0.600000,0.800000,0.200000,0.750000,0.250000,1.000000,True,3
CNN,CatsDogs,Standard_Standard,Standard,Standard,max_epochs,2000,0.600000,0.800000,0.200000,0.750000,0.250000,1.000000,True,4
CNN,CatsDogs,Standard_Standard,Standard,Standard,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,0.684000,False,7
CNN,CatsDogs,Standard_Standard,Standard,Standard,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.014342,False,7
CNN,CatsDogs,Standard_Standard,Standard,Standard,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.005976,False,7
CNN,CatsDogs,Standard_Standard,Standard,Standard,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.001992,False,7
CNN,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_epochs,1000,0.400000,0.600000,0.200000,0.666667,0.333333,1.000000,True,4
CNN,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_epochs,2000,0.600000,0.600000,0.000000,1.000000,0.000000,0.525000,False,4
CNN,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,0.210000,False,4
CNN,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.004898,False,4
CNN,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.002041,False,4
CNN,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.000680,False,4
CNN,CatsDogs,Standard_Gradual,Standard,Gradual,max_epochs,1000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,3
CNN,CatsDogs,Standard_Gradual,Standard,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,CatsDogs,Standard_Gradual,Standard,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,5
CNN,CatsDogs,Standard_Gradual,Standard,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.086903,False,7
CNN,CatsDogs,Standard_Gradual,Standard,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.036209,False,7
CNN,CatsDogs,Standard_Gradual,Standard,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.012070,False,7
CNN,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_epochs,1000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_epochs,2000,0.000000,0.400000,0.400000,0.000000,1.000000,1.000000,True,4
CNN,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_epochs,5000,0.400000,0.400000,0.000000,1.000000,0.000000,0.420000,False,4
CNN,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_time_hours,10,0.400000,0.400000,0.000000,1.000000,0.000000,0.009576,False,4
CNN,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_time_hours,24,0.400000,0.400000,0.000000,1.000000,0.000000,0.003990,False,4
CNN,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_time_hours,72,0.400000,0.400000,0.000000,1.000000,0.000000,0.001330,False,4
CNN,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_epochs,1000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
CNN,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_epochs,2000,0.400000,1.000000,0.600000,0.400000,0.600000,1.000000,True,3
CNN,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_epochs,5000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,4
CNN,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.098055,False,4
CNN,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.040856,False,4
CNN,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.013619,False,4
CNN,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_epochs,1000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
CNN,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_epochs,2000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,4
CNN,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.049290,False,4
CNN,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.020538,False,4
CNN,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.006846,False,4
CNN,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_epochs,1000,0.200000,0.600000,0.400000,0.333333,0.666667,1.000000,True,2
CNN,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_epochs,2000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,4
CNN,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,0.440000,False,4
CNN,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.021663,False,4
CNN,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.009026,False,4
CNN,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.003009,False,4
CNN,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_epochs,5000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,4
CNN,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.125886,False,4
CNN,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.052452,False,4
CNN,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.017484,False,4
CNN,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_epochs,1000,0.400000,0.600000,0.200000,0.666667,0.333333,1.000000,True,2
CNN,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_epochs,2000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,4
CNN,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.049290,False,4
CNN,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.020538,False,4
CNN,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.006846,False,4
CNN,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_epochs,1000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_epochs,2000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.107677,False,3
CNN,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.044865,False,3
CNN,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.014955,False,3
CNN,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_epochs,1000,0.400000,1.000000,0.600000,0.400000,0.600000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.072767,False,3
CNN,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.030319,False,3
CNN,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.010106,False,3
CNN,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_epochs,1000,0.200000,1.000000,0.800000,0.200000,0.800000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_epochs,2000,0.400000,1.000000,0.600000,0.400000,0.600000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,0.820000,False,3
CNN,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.040914,False,3
CNN,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.017048,False,3
CNN,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.005683,False,3
CNN,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.121594,False,3
CNN,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.050664,False,3
CNN,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.016888,False,3
CNN,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_epochs,1000,0.400000,1.000000,0.600000,0.400000,0.600000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
CNN,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.072767,False,3
CNN,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.030319,False,3
CNN,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.010106,False,3
CNN,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_epochs,2000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.154213,False,5
CNN,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.064256,False,5
CNN,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.021419,False,5
CNN,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_epochs,1000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_epochs,2000,0.400000,1.000000,0.600000,0.400000,0.600000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.079521,False,5
CNN,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.033134,False,5
CNN,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.011045,False,5
CNN,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_epochs,1000,0.000000,0.800000,0.800000,0.000000,1.000000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_epochs,2000,0.200000,0.800000,0.600000,0.250000,0.750000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,0.775000,False,4
CNN,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.039800,False,4
CNN,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.016583,False,4
CNN,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.005528,False,4
CNN,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_epochs,2000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.212186,False,5
CNN,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.088411,False,5
CNN,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.029470,False,5
CNN,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_epochs,1000,0.600000,0.800000,0.200000,0.750000,0.250000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_epochs,2000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
CNN,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.069280,False,4
CNN,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.028866,False,4
CNN,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.009622,False,4
CNN,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_epochs,1000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_epochs,2000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.141301,False,3
CNN,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.058876,False,3
CNN,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.019625,False,3
CNN,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_epochs,1000,0.400000,1.000000,0.600000,0.400000,0.600000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.106391,False,3
CNN,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.044330,False,3
CNN,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.014777,False,3
CNN,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,1000,0.200000,0.800000,0.600000,0.250000,0.750000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,2000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.074539,False,3
CNN,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.031058,False,3
CNN,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.010353,False,3
CNN,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.155219,False,3
CNN,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.064674,False,3
CNN,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.021558,False,3
CNN,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,1000,0.400000,1.000000,0.600000,0.400000,0.600000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
CNN,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.106391,False,3
CNN,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.044330,False,3
CNN,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.014777,False,3
CNN,ChlorineConcentration,Standard_Linear,Standard,Linear,max_epochs,1000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,3
CNN,ChlorineConcentration,Standard_Linear,Standard,Linear,max_epochs,2000,0.200000,0.600000,0.400000,0.333333,0.666667,1.000000,True,4
CNN,ChlorineConcentration,Standard_Linear,Standard,Linear,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,5
CNN,ChlorineConcentration,Standard_Linear,Standard,Linear,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.069035,False,6
CNN,ChlorineConcentration,Standard_Linear,Standard,Linear,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.028765,False,6
CNN,ChlorineConcentration,Standard_Linear,Standard,Linear,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.009588,False,6
CNN,ChlorineConcentration,Standard_Standard,Standard,Standard,max_epochs,1000,0.000000,0.200000,0.200000,0.000000,1.000000,1.000000,True,3
CNN,ChlorineConcentration,Standard_Standard,Standard,Standard,max_epochs,2000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,4
CNN,ChlorineConcentration,Standard_Standard,Standard,Standard,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,0.684000,False,7
CNN,ChlorineConcentration,Standard_Standard,Standard,Standard,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.031860,False,7
CNN,ChlorineConcentration,Standard_Standard,Standard,Standard,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.013275,False,7
CNN,ChlorineConcentration,Standard_Standard,Standard,Standard,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.004425,False,7
CNN,ChlorineConcentration,Standard_Aggressive,Standard,Aggressive,max_epochs,1000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,4
CNN,ChlorineConcentration,Standard_Aggressive,Standard,Aggressive,max_epochs,2000,0.200000,0.200000,0.000000,1.000000,0.000000,0.525000,False,4
CNN,ChlorineConcentration,Standard_Aggressive,Standard,Aggressive,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,0.210000,False,4
CNN,ChlorineConcentration,Standard_Aggressive,Standard,Aggressive,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.010568,False,4
