Model,Dataset,Hybrid_Name,Budget_Strategy,Dropout_Strategy,Constraint_Type,Constraint_Value,Performance_At_Timeout,Performance_At_Convergence,Performance_Gap,Performance_Retention,Relative_Performance_Gap,Budget_Utilization,Early_Stopping,Completed_Rounds
GRU,CatsDogs,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.045130,False,3
GRU,CatsDogs,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.015043,False,3
GRU,CatsDogs,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,1000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,CatsDogs,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,2000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,CatsDogs,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,CatsDogs,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.077537,False,3
GRU,CatsDogs,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.032307,False,3
GRU,CatsDogs,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.010769,False,3
GRU,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.149733,False,3
GRU,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.062389,False,3
GRU,CatsDogs,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.020796,False,3
GRU,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,1000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.108313,False,3
GRU,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.045130,False,3
GRU,CatsDogs,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.015043,False,3
GRU,CatsDogs,Standard_Linear,Standard,Linear,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,CatsDogs,Standard_Linear,Standard,Linear,max_epochs,2000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,4
GRU,CatsDogs,Standard_Linear,Standard,Linear,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,5
GRU,CatsDogs,Standard_Linear,Standard,Linear,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.076265,False,6
GRU,CatsDogs,Standard_Linear,Standard,Linear,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.031777,False,6
GRU,CatsDogs,Standard_Linear,Standard,Linear,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.010592,False,6
GRU,CatsDogs,Standard_Standard,Standard,Standard,max_epochs,1000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,CatsDogs,Standard_Standard,Standard,Standard,max_epochs,2000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,4
GRU,CatsDogs,Standard_Standard,Standard,Standard,max_epochs,5000,0.400000,0.400000,0.000000,1.000000,0.000000,0.684000,False,7
GRU,CatsDogs,Standard_Standard,Standard,Standard,max_time_hours,10,0.400000,0.400000,0.000000,1.000000,0.000000,0.035742,False,7
GRU,CatsDogs,Standard_Standard,Standard,Standard,max_time_hours,24,0.400000,0.400000,0.000000,1.000000,0.000000,0.014893,False,7
GRU,CatsDogs,Standard_Standard,Standard,Standard,max_time_hours,72,0.400000,0.400000,0.000000,1.000000,0.000000,0.004964,False,7
GRU,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_epochs,1000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,4
GRU,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_epochs,2000,0.200000,0.200000,0.000000,1.000000,0.000000,0.525000,False,4
GRU,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,0.210000,False,4
GRU,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.011256,False,4
GRU,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.004690,False,4
GRU,CatsDogs,Standard_Aggressive,Standard,Aggressive,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.001563,False,4
GRU,CatsDogs,Standard_Gradual,Standard,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,CatsDogs,Standard_Gradual,Standard,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,CatsDogs,Standard_Gradual,Standard,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,5
GRU,CatsDogs,Standard_Gradual,Standard,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.181494,False,7
GRU,CatsDogs,Standard_Gradual,Standard,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.075622,False,7
GRU,CatsDogs,Standard_Gradual,Standard,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.025207,False,7
GRU,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_epochs,1000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_epochs,2000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,4
GRU,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,0.420000,False,4
GRU,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.022855,False,4
GRU,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.009523,False,4
GRU,CatsDogs,Standard_TwoStage,Standard,TwoStage,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.003174,False,4
GRU,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,3
GRU,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_epochs,5000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,4
GRU,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.067331,False,4
GRU,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.028055,False,4
GRU,ChlorineConcentration,Moderate_Linear,Moderate,Linear,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.009352,False,4
GRU,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_epochs,1000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,True,2
GRU,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_epochs,2000,0.600000,1.000000,0.400000,0.600000,0.400000,1.000000,True,3
GRU,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,4
GRU,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.036218,False,4
GRU,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.015091,False,4
GRU,ChlorineConcentration,Moderate_Standard,Moderate,Standard,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.005030,False,4
GRU,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_epochs,1000,0.000000,0.600000,0.600000,0.000000,1.000000,1.000000,True,2
GRU,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_epochs,2000,0.400000,0.600000,0.200000,0.666667,0.333333,1.000000,True,4
GRU,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_epochs,5000,0.600000,0.600000,0.000000,1.000000,0.000000,0.440000,False,4
GRU,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_time_hours,10,0.600000,0.600000,0.000000,1.000000,0.000000,0.015635,False,4
GRU,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_time_hours,24,0.600000,0.600000,0.000000,1.000000,0.000000,0.006514,False,4
GRU,ChlorineConcentration,Moderate_Aggressive,Moderate,Aggressive,max_time_hours,72,0.600000,0.600000,0.000000,1.000000,0.000000,0.002171,False,4
GRU,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_epochs,5000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,4
GRU,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.083295,False,4
GRU,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.034706,False,4
GRU,ChlorineConcentration,Moderate_Gradual,Moderate,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.011569,False,4
GRU,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_epochs,1000,0.000000,0.200000,0.200000,0.000000,1.000000,1.000000,True,2
GRU,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_epochs,2000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,4
GRU,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.036218,False,4
GRU,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.015091,False,4
GRU,ChlorineConcentration,Moderate_TwoStage,Moderate,TwoStage,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.005030,False,4
GRU,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_epochs,2000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.071308,False,3
GRU,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.029711,False,3
GRU,ChlorineConcentration,Aggressive_Linear,Aggressive,Linear,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.009904,False,3
GRU,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_epochs,1000,0.000000,0.800000,0.800000,0.000000,1.000000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_epochs,2000,0.200000,0.800000,0.600000,0.250000,0.750000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.050300,False,3
GRU,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.020958,False,3
GRU,ChlorineConcentration,Aggressive_Standard,Aggressive,Standard,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.006986,False,3
GRU,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_epochs,1000,0.000000,0.800000,0.800000,0.000000,1.000000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_epochs,2000,0.200000,0.800000,0.600000,0.250000,0.750000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,0.820000,False,3
GRU,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.029071,False,3
GRU,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.012113,False,3
GRU,ChlorineConcentration,Aggressive_Aggressive,Aggressive,Aggressive,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.004038,False,3
GRU,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.078208,False,3
GRU,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.032587,False,3
GRU,ChlorineConcentration,Aggressive_Gradual,Aggressive,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.010862,False,3
GRU,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_epochs,1000,0.000000,0.800000,0.800000,0.000000,1.000000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_epochs,2000,0.200000,0.800000,0.600000,0.250000,0.750000,1.000000,True,2
GRU,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.050300,False,3
GRU,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.020958,False,3
GRU,ChlorineConcentration,Aggressive_TwoStage,Aggressive,TwoStage,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.006986,False,3
GRU,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.106354,False,5
GRU,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.044314,False,5
GRU,ChlorineConcentration,Conservative_Linear,Conservative,Linear,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.014771,False,5
GRU,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_epochs,1000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_epochs,2000,0.400000,0.800000,0.400000,0.500000,0.500000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.057337,False,5
GRU,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.023890,False,5
GRU,ChlorineConcentration,Conservative_Standard,Conservative,Standard,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.007963,False,5
GRU,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_epochs,1000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_epochs,2000,0.200000,0.200000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_epochs,5000,0.200000,0.200000,0.000000,1.000000,0.000000,0.775000,False,4
GRU,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.027447,False,4
GRU,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.011436,False,4
GRU,ChlorineConcentration,Conservative_Aggressive,Conservative,Aggressive,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.003812,False,4
GRU,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.141334,False,5
GRU,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.058889,False,5
GRU,ChlorineConcentration,Conservative_Gradual,Conservative,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.019630,False,5
GRU,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_epochs,1000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_epochs,2000,0.400000,0.400000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.048723,False,4
GRU,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.020301,False,4
GRU,ChlorineConcentration,Conservative_TwoStage,Conservative,TwoStage,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.006767,False,4
GRU,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_epochs,2000,0.800000,1.000000,0.200000,0.800000,0.200000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.092428,False,3
GRU,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.038512,False,3
GRU,ChlorineConcentration,VeryAggressive_Linear,VeryAggressive,Linear,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.012837,False,3
GRU,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_epochs,1000,0.000000,0.800000,0.800000,0.000000,1.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_epochs,2000,0.200000,0.800000,0.600000,0.250000,0.750000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.071420,False,3
GRU,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.029758,False,3
GRU,ChlorineConcentration,VeryAggressive_Standard,VeryAggressive,Standard,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.009919,False,3
GRU,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,1000,0.000000,0.400000,0.400000,0.000000,1.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,2000,0.200000,0.400000,0.200000,0.500000,0.500000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,10,0.400000,0.400000,0.000000,1.000000,0.000000,0.050192,False,3
GRU,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,24,0.400000,0.400000,0.000000,1.000000,0.000000,0.020913,False,3
GRU,ChlorineConcentration,VeryAggressive_Aggressive,VeryAggressive,Aggressive,max_time_hours,72,0.400000,0.400000,0.000000,1.000000,0.000000,0.006971,False,3
GRU,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,1000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,10,1.000000,1.000000,0.000000,1.000000,0.000000,0.099328,False,3
GRU,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,24,1.000000,1.000000,0.000000,1.000000,0.000000,0.041387,False,3
GRU,ChlorineConcentration,VeryAggressive_Gradual,VeryAggressive,Gradual,max_time_hours,72,1.000000,1.000000,0.000000,1.000000,0.000000,0.013796,False,3
GRU,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,1000,0.000000,0.800000,0.800000,0.000000,1.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,2000,0.200000,0.800000,0.600000,0.250000,0.750000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_epochs,5000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,2
GRU,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,10,0.800000,0.800000,0.000000,1.000000,0.000000,0.071420,False,3
GRU,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,24,0.800000,0.800000,0.000000,1.000000,0.000000,0.029758,False,3
GRU,ChlorineConcentration,VeryAggressive_TwoStage,VeryAggressive,TwoStage,max_time_hours,72,0.800000,0.800000,0.000000,1.000000,0.000000,0.009919,False,3
GRU,ChlorineConcentration,Standard_Linear,Standard,Linear,max_epochs,1000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Standard_Linear,Standard,Linear,max_epochs,2000,0.800000,0.800000,0.000000,1.000000,0.000000,1.000000,True,4
GRU,ChlorineConcentration,Standard_Linear,Standard,Linear,max_epochs,5000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,5
GRU,ChlorineConcentration,Standard_Linear,Standard,Linear,max_time_hours,10,0.200000,0.200000,0.000000,1.000000,0.000000,0.049752,False,6
GRU,ChlorineConcentration,Standard_Linear,Standard,Linear,max_time_hours,24,0.200000,0.200000,0.000000,1.000000,0.000000,0.020730,False,6
GRU,ChlorineConcentration,Standard_Linear,Standard,Linear,max_time_hours,72,0.200000,0.200000,0.000000,1.000000,0.000000,0.006910,False,6
GRU,ChlorineConcentration,Standard_Standard,Standard,Standard,max_epochs,1000,0.600000,0.600000,0.000000,1.000000,0.000000,1.000000,True,3
GRU,ChlorineConcentration,Standard_Standard,Standard,Standard,max_epochs,2000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,True,4
