Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.6,0.006194,5
Moderate_Standard,0.4,0.009032,5
Moderate_Aggressive,0.4,0.006452,4
Moderate_Gradual,0.0,0.018839,5
Moderate_TwoStage,0.2,0.019355,4
Aggressive_Linear,0.2,0.010581,4
Aggressive_Standard,0.4,0.006968,4
Aggressive_Aggressive,0.6,0.003355,4
Aggressive_Gradual,0.0,0.018839,4
Aggressive_TwoStage,0.4,0.006968,4
Conservative_Linear,0.2,0.010323,6
Conservative_Standard,0.4,0.004129,6
Conservative_Aggressive,0.6,0.003355,4
Conservative_Gradual,0.2,0.010581,6
Conservative_TwoStage,0.2,0.006968,4
VeryAggressive_Linear,0.2,0.010581,4
VeryAggressive_Standard,0.2,0.010581,4
VeryAggressive_Aggressive,0.4,0.004129,4
VeryAggressive_Gradual,0.0,0.018839,4
VeryAggressive_TwoStage,0.2,0.010581,4
Standard_Linear,0.2,0.012903,6
Standard_Standard,0.4,0.003871,7
Standard_Aggressive,0.2,0.011355,4
Standard_Gradual,0.2,0.012129,8
Standard_TwoStage,0.4,0.014968,4
