Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.2,0.023,5
Moderate_Standard,0.2,0.019,5
Moderate_Aggressive,0.2,0.021,4
Moderate_Gradual,0.0,0.065,5
Moderate_TwoStage,0.2,0.019,4
Aggressive_Linear,0.0,0.052,4
Aggressive_Standard,0.2,0.023,4
Aggressive_Aggressive,0.2,0.012,4
Aggressive_Gradual,0.0,0.075,4
Aggressive_TwoStage,0.2,0.023,4
Conservative_Linear,0.2,0.023,6
Conservative_Standard,0.2,0.017,6
Conservative_Aggressive,0.4,0.011,4
Conservative_Gradual,0.0,0.042,6
Conservative_TwoStage,0.0,0.034,4
VeryAggressive_Linear,0.0,0.042,4
VeryAggressive_Standard,0.0,0.031,4
VeryAggressive_Aggressive,0.2,0.013,4
VeryAggressive_Gradual,0.0,0.075,4
VeryAggressive_TwoStage,0.0,0.031,4
Standard_Linear,0.0,0.03,6
Standard_Standard,0.2,0.008,7
Standard_Aggressive,0.2,0.015,4
Standard_Gradual,0.0,0.034,8
Standard_TwoStage,0.2,0.027,4
