activation,dropout_rate,ff_dim,hidden_units,learning_rate,num_heads,num_layers,pooling,dataset,group_id,repeat_idx,val_acc_1,val_acc_std_1,val_acc_2,val_acc_std_2,val_acc_3,val_acc_std_3,val_acc_4,val_acc_std_4,val_acc_5,val_acc_std_5,val_acc_6,val_acc_std_6,val_acc_7,val_acc_std_7,val_acc_8,val_acc_std_8,val_acc_9,val_acc_std_9,val_acc_10,val_acc_std_10,val_acc_11,val_acc_std_11,val_acc_12,val_acc_std_12,val_acc_13,val_acc_std_13,val_acc_14,val_acc_std_14,val_acc_15,val_acc_std_15,val_acc_16,val_acc_std_16,val_acc_17,val_acc_std_17,val_acc_18,val_acc_std_18,val_acc_19,val_acc_std_19,val_acc_20,val_acc_std_20
gelu,0.0202739892334,1005,212,4.05633802e-05,4,3,mean,Car,749f4f2ed0fc48e8ea427207f65721ed,0,0.2533333331346512,0.022515428225736746,0.25833333253860474,0.022047928530889944,0.27333333492279055,0.033019356198169564,0.2783333328366279,0.05997684672919382,0.28166666865348816,0.05381294971334276,0.29833333313465116,0.06438814278267392,0.2966666707396507,0.0877179837722467,0.33333333730697634,0.08994597001059403,0.34333333671092986,0.07154058320126348,0.3650000035762787,0.09581521437406071,0.366666671037674,0.059219459735215293,0.38666666865348814,0.08304115445568747,0.3866666722297668,0.09888264266024788,0.43000000596046445,0.054518096777287646,0.436666671037674,0.060553011019303445,0.45166666924953464,0.06932210968225234,0.43333333492279047,0.09446486518880434,0.44666666865348825,0.04549114351324677,0.4766666722297669,0.06163287746517218,0.47000000476837156,0.048448136368454194
relu,0.1426561651959,723,212,0.0001114695687,2,3,max,Car,e0d645f6b116e9ab6f3c785873d4562a,1,0.25166666746139527,0.0037267817395668207,0.25,0.0,0.2516666680574417,0.006972169143754607,0.273333335518837,0.04224597198011037,0.26500000059604645,0.01369306448174333,0.2733333361148834,0.029697550918216353,0.3066666680574417,0.04385899194982684,0.29833333551883695,0.02788866615599625,0.31666666865348814,0.055277078116990244,0.3300000011920929,0.06168918663440929,0.3516666674613953,0.04617298227450197,0.34666666984558103,0.058511629951479426,0.3550000059604645,0.05157249201345069,0.3483333379030228,0.054134604046004946,0.3716666734218597,0.04808846108378799,0.36166666984558105,0.04951149956535353,0.3683333396911621,0.03354102173574231,0.38333333730697633,0.04787135279385781,0.36833334088325503,0.05991892568510503,0.3900000035762787,0.09671693781694148
gelu,0.0899440830172,736,126,1.64821364e-05,8,6,max,Car,eaa14d7ffd18b3e8d2cca151459bc325,2,0.24000000044703484,0.019002924563030838,0.23666666612029075,0.01624465690373235,0.25499999940395357,0.015138249555726395,0.2366666680574417,0.02400810037274748,0.2483333331346512,0.023124061345619222,0.24833333492279058,0.020749832024973235,0.26333333492279054,0.02251542618512494,0.2616666716337204,0.019184774918389342,0.261666669845581,0.009501462224338276,0.27000000268220903,0.03259601473079828,0.2583333364129067,0.03280836645712421,0.25333333432674404,0.03151278413333205,0.255,0.020069325019847227,0.26166666686534884,0.009501460263960456,0.2700000017881393,0.015138252098600355,0.2783333349227905,0.02801289458064802,0.283333335518837,0.016666668280959203,0.28666666865348817,0.018257421984214758,0.2900000023841858,0.02850438797993146,0.2850000017881394,0.031950483376170256
relu,0.0702514230309,575,142,8.06240176e-05,4,6,mean,Car,7481e45bcc5c7d212e31caaff625a4ed,3,0.2483333331346512,0.003726780406766439,0.2516666668653488,0.003726778740766187,0.2700000011920929,0.03613247126054457,0.2866666662693024,0.05821416316377986,0.27833333730697635,0.037080995114508096,0.271666667163372,0.04880516507648358,0.2933333337306977,0.09398581329052705,0.3566666692495346,0.0741619862272154,0.34833333730697635,0.08194679689375708,0.3350000029802322,0.108557457126907,0.3616666704416275,0.09196919610840681,0.4000000023841858,0.08518770266017689,0.4266666686534881,0.07646713023896765,0.4100000047683715,0.09040802513305272,0.42500000715255737,0.11410886070577493,0.4400000041723251,0.07509253708359984,0.44166666865348814,0.09147707386166978,0.4383333384990692,0.07763876770855901,0.448333340883255,0.08278989600337708,0.4850000107288361,0.10855746487095182
gelu,0.2589237414882,1016,90,0.000600500417,5,1,mean,Car,0fef8d7dba8dd4768bc53fafe442f60e,4,0.2450000011920929,0.012638127148412667,0.24833333432674412,0.006972168965651697,0.2500000011920929,0.0058925582660067175,0.25833333492279054,0.020412415739867986,0.278333335518837,0.050894774852228424,0.2783333379030227,0.02400810055377763,0.29166667148470876,0.04750730860587086,0.34166666805744167,0.049651563615855654,0.2983333373069763,0.03084459106271715,0.3133333396911621,0.025413249573017688,0.3466666704416276,0.021730678360231105,0.336666669845581,0.04624812320138886,0.3650000071525573,0.07031674314576364,0.4033333349227905,0.05355423285689165,0.4133333438634873,0.08135143432555002,0.3883333396911621,0.08387325228611937,0.3783333361148834,0.029226134280015612,0.4000000041723252,0.0395284720086812,0.4300000071525574,0.015138256200010433,0.4300000011920929,0.03259601065457304
relu,0.1630946342278,832,114,1.10527999e-05,2,3,mean,Car,c77e5389352d8a1e8430273ec391fe50,5,0.2433333346247673,0.025276250022717554,0.2433333346247673,0.025276250022717554,0.2433333346247673,0.025276250022717554,0.24666666954755784,0.022515425550880715,0.2516666689515114,0.017078250604030263,0.2533333383500576,0.04149966618190696,0.2600000034272671,0.02725904704479558,0.263333335518837,0.02472066467104855,0.2583333359658718,0.030046263590734312,0.26500000163912774,0.03651483806819909,0.2816666714847088,0.03301935441183045,0.29333333551883695,0.018066237279886765,0.3133333337306976,0.030390970254836763,0.3266666662693024,0.04306003543618543,0.3050000023841858,0.030956961694874115,0.3100000035762787,0.04464365724894945,0.3183333361148834,0.06302557027632252,0.3166666701436043,0.07336173877139786,0.31666666984558106,0.07144345378595769,0.32166667044162744,0.05190804055813153
relu,0.2033775968265,804,256,1.68806626e-05,8,5,mean,Car,131adc46d71c1a1c7ecbbde99d2134e9,6,0.25500000119209293,0.01728036820164529,0.26333333492279054,0.019184773753311915,0.28666666924953466,0.06524526557192989,0.26666666805744177,0.013176156603224284,0.2616666677594185,0.02801289380490314,0.25666666686534884,0.04728753688925498,0.28166666746139524,0.03140240513392409,0.28833333611488343,0.04022506188398485,0.3066666692495346,0.07601169464176118,0.3166666716337204,0.07949493613295901,0.37333334028720855,0.08787618248097072,0.36000000298023227,0.07601169438037758,0.3383333402872085,0.06785400858020228,0.34333333790302273,0.07532337767602784,0.3616666692495346,0.07326701532089101,0.36833333730697626,0.06703025653125633,0.3700000071525574,0.033124344082502345,0.36833333790302275,0.056025785437720375,0.3550000059604645,0.04736090597552373,0.37000000238418584,0.0495115022238654
relu,0.2907130840458,874,97,0.0001157747561,8,2,mean,Car,951226037bef448049fd839b64d4de04,7,0.2383333331346512,0.021730674645913266,0.2350000004470348,0.02236067952509784,0.24500000059604649,0.027386128011286707,0.24666666775941848,0.043541168529643785,0.2566666668653489,0.022360680163731366,0.2516666692495346,0.009128708475582692,0.2666666680574417,0.017677671285782424,0.2916666674613953,0.018633900034631723,0.29166666924953455,0.03280836929579824,0.3100000023841858,0.03836954841279491,0.3116666722297669,0.03708099136386654,0.35333333611488343,0.041915918190437905,0.36000000715255737,0.03836955106658219,0.35500000476837157,0.03151278594596542,0.3933333373069764,0.051166940375123565,0.4033333361148834,0.050894766995864975,0.4266666722297668,0.050483771523853256,0.4083333349227905,0.038640076207587706,0.4016666722297669,0.03836954575900831,0.38000000417232516,0.06603871126812491
gelu,0.2255207517677,668,156,6.05592588e-05,4,5,mean,Car,871d733f1305bf06bd25ec8ecbb9c6ad,8,0.25000000059604643,0.005892558266006643,0.25666666686534884,0.016029486227432433,0.2666666680574417,0.03773077310931585,0.25166666746139527,0.003726781739566821,0.24333333507180216,0.041833002180113786,0.26500000178813937,0.014907121210565786,0.28666666984558103,0.03151278436976252,0.29000000298023226,0.033019352963955695,0.2966666704416275,0.03151278239950893,0.3283333373069763,0.02400809910554174,0.3416666698455811,0.05034602250573494,0.34333333909511565,0.019002922030877226,0.35666667461395263,0.028504383449281415,0.3400000005960464,0.02850438567104262,0.3283333349227905,0.033644382235883764,0.36333333790302275,0.022515426736641718,0.38166667103767393,0.01707825229454323,0.37666667163372036,0.016029483748475088,0.3800000059604645,0.02006932594795308,0.39500000476837155,0.034661060009012354
relu,0.1565500456942,812,225,0.0008139522886,5,1,max,Car,645051129c3ca93170b3cf562b6af7a7,9,0.26,0.022360679774997894,0.26,0.022360679774997894,0.24666666835546494,0.02400810163995322,0.2516666680574417,0.012360331582047187,0.2533333337306976,0.01918477440057696,0.25500000059604644,0.011180341220299315,0.25500000059604644,0.007453559980532901,0.2583333349227905,0.014433758450378581,0.26500000238418575,0.022360682773798785,0.263333335518837,0.026087461276564715,0.3016666698455811,0.04013865059655744,0.2816666686534882,0.04617298531349262,0.2950000008940697,0.050894771765799915,0.30833333432674415,0.03435921167954843,0.3166666680574417,0.03864007444007069,0.3200000071525574,0.028012896043481717,0.31833333611488346,0.04385899345039626,0.3500000005960464,0.06038073623680047,0.37833333969116206,0.047360909436453595,0.36500000596046445,0.052174921934329474
