Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.0,0.004445,5
Moderate_Standard,0.0,0.002485,5
Moderate_Aggressive,0.0,0.002695,4
Moderate_Gradual,0.0,0.004445,5
Moderate_TwoStage,0.0,0.002485,4
Aggressive_Linear,0.0,0.004445,4
Aggressive_Standard,0.0,0.004445,4
Aggressive_Aggressive,0.0,0.001988,4
Aggressive_Gradual,0.0,0.004445,4
Aggressive_TwoStage,0.0,0.004445,4
Conservative_Linear,0.0,0.004445,6
Conservative_Standard,0.0,0.002049,6
Conservative_Aggressive,0.4,0.001845,4
Conservative_Gradual,0.0,0.004445,6
Conservative_TwoStage,0.2,0.003991,4
VeryAggressive_Linear,0.0,0.004445,4
VeryAggressive_Standard,0.0,0.004445,4
VeryAggressive_Aggressive,0.0,0.001988,4
VeryAggressive_Gradual,0.0,0.004445,4
VeryAggressive_TwoStage,0.0,0.004445,4
Standard_Linear,0.2,0.003083,6
Standard_Standard,0.2,0.000278,7
Standard_Aggressive,1.0,0.0,4
Standard_Gradual,0.0,0.004445,8
Standard_TwoStage,0.2,0.003476,4
