Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.4,0.007707,5
Moderate_Standard,0.4,0.004098,5
Moderate_Aggressive,0.4,0.002049,4
Moderate_Gradual,0.4,0.006439,5
Moderate_TwoStage,0.4,0.00722,4
Aggressive_Linear,0.4,0.007707,4
Aggressive_Standard,0.4,0.005854,4
Aggressive_Aggressive,0.2,0.004,4
Aggressive_Gradual,0.4,0.007707,4
Aggressive_TwoStage,0.4,0.005854,4
Conservative_Linear,0.4,0.00322,6
Conservative_Standard,0.2,0.003707,6
Conservative_Aggressive,0.4,0.003512,4
Conservative_Gradual,0.4,0.007707,6
Conservative_TwoStage,0.2,0.008488,4
VeryAggressive_Linear,0.4,0.007707,4
VeryAggressive_Standard,0.4,0.00322,4
VeryAggressive_Aggressive,0.4,0.002341,4
VeryAggressive_Gradual,0.4,0.007707,4
VeryAggressive_TwoStage,0.4,0.00322,4
Standard_Linear,0.2,0.004976,6
Standard_Standard,0.4,0.002341,7
Standard_Aggressive,0.0,0.014537,4
Standard_Gradual,0.4,0.004195,8
Standard_TwoStage,0.0,0.010927,4
