Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.4,0.003333,5
Moderate_Standard,0.4,0.003333,5
Moderate_Aggressive,0.4,0.003905,4
Moderate_Gradual,0.4,0.003333,5
Moderate_TwoStage,0.4,0.003333,4
Aggressive_Linear,0.4,0.003333,4
Aggressive_Standard,0.4,0.003333,4
Aggressive_Aggressive,0.4,0.000143,4
Aggressive_Gradual,0.4,0.003333,4
Aggressive_TwoStage,0.4,0.003333,4
Conservative_Linear,0.4,0.003333,6
Conservative_Standard,0.4,0.003333,6
Conservative_Aggressive,0.4,0.003333,4
Conservative_Gradual,0.4,0.003333,6
Conservative_TwoStage,0.4,0.003333,4
VeryAggressive_Linear,0.4,0.003333,4
VeryAggressive_Standard,0.4,0.003333,4
VeryAggressive_Aggressive,0.4,0.000143,4
VeryAggressive_Gradual,0.4,0.003333,4
VeryAggressive_TwoStage,0.4,0.003333,4
Standard_Linear,0.2,0.003381,6
Standard_Standard,0.4,0.000143,7
Standard_Aggressive,1.0,0.0,4
Standard_Gradual,0.4,0.003333,8
Standard_TwoStage,0.2,0.00019,4
