Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.6,0.000247,5
Moderate_Standard,0.2,0.000188,5
Moderate_Aggressive,0.8,8.1e-05,4
Moderate_Gradual,0.6,0.000247,5
Moderate_TwoStage,0.2,0.000188,4
Aggressive_Linear,0.6,0.000247,4
Aggressive_Standard,0.8,0.000226,4
Aggressive_Aggressive,0.8,0.000252,4
Aggressive_Gradual,0.4,0.00036,4
Aggressive_TwoStage,0.8,0.000226,4
Conservative_Linear,0.6,0.000247,6
Conservative_Standard,0.6,0.000247,6
Conservative_Aggressive,0.6,0.000591,4
Conservative_Gradual,0.4,0.00036,6
Conservative_TwoStage,0.4,0.000268,4
VeryAggressive_Linear,0.4,0.000354,4
VeryAggressive_Standard,0.4,0.000354,4
VeryAggressive_Aggressive,0.4,0.000354,4
VeryAggressive_Gradual,0.4,0.000354,4
VeryAggressive_TwoStage,0.4,0.000354,4
Standard_Linear,0.4,0.000268,6
Standard_Standard,0.8,0.000226,7
Standard_Aggressive,1.0,0.0,4
Standard_Gradual,0.4,0.00036,8
Standard_TwoStage,0.4,0.000886,4
