Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.4,0.001463,5
Moderate_Standard,0.2,0.002146,5
Moderate_Aggressive,0.2,0.003317,4
Moderate_Gradual,0.4,0.001463,5
Moderate_TwoStage,0.4,0.001463,4
Aggressive_Linear,0.4,0.002049,4
Aggressive_Standard,0.4,0.001463,4
Aggressive_Aggressive,0.2,0.001854,4
Aggressive_Gradual,0.4,0.002049,4
Aggressive_TwoStage,0.4,0.001463,4
Conservative_Linear,0.4,0.001463,6
Conservative_Standard,0.2,0.001854,6
Conservative_Aggressive,0.2,0.001854,4
Conservative_Gradual,0.4,0.002049,6
Conservative_TwoStage,0.4,0.001463,4
VeryAggressive_Linear,0.4,0.002829,4
VeryAggressive_Standard,0.4,0.001463,4
VeryAggressive_Aggressive,0.2,0.001854,4
VeryAggressive_Gradual,0.4,0.002049,4
VeryAggressive_TwoStage,0.4,0.001463,4
Standard_Linear,0.4,0.001463,6
Standard_Standard,0.2,0.001268,7
Standard_Aggressive,0.2,0.001854,4
Standard_Gradual,0.4,0.001463,8
Standard_TwoStage,0.4,0.001463,4
