Hybrid_Schedule,Final_Hit_Probability,Final_Regret,Total_Rounds
Moderate_Linear,0.0,0.013,5
Moderate_Standard,0.0,0.01,5
Moderate_Aggressive,0.2,0.005,4
Moderate_Gradual,0.0,0.013,5
Moderate_TwoStage,0.0,0.008333,4
Aggressive_Linear,0.0,0.013,4
Aggressive_Standard,0.0,0.013,4
Aggressive_Aggressive,0.0,0.006333,4
Aggressive_Gradual,0.0,0.013,4
Aggressive_TwoStage,0.0,0.013,4
Conservative_Linear,0.0,0.013,6
Conservative_Standard,0.0,0.008667,6
Conservative_Aggressive,0.2,0.026,4
Conservative_Gradual,0.0,0.013,6
Conservative_TwoStage,0.0,0.02,4
VeryAggressive_Linear,0.0,0.013,4
VeryAggressive_Standard,0.0,0.013,4
VeryAggressive_Aggressive,0.0,0.005,4
VeryAggressive_Gradual,0.0,0.013,4
VeryAggressive_TwoStage,0.0,0.013,4
Standard_Linear,0.2,0.007667,6
Standard_Standard,0.6,0.013667,7
Standard_Aggressive,0.4,0.006333,4
Standard_Gradual,0.0,0.013,8
Standard_TwoStage,0.2,0.011,4
