activation,dropout_rate,ff_dim,hidden_units,learning_rate,num_heads,num_layers,pooling,dataset,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,val_acc_7,val_acc_8,val_acc_9,val_acc_10,val_acc_11,val_acc_12,val_acc_13,val_acc_14,val_acc_15,val_acc_16,val_acc_17,val_acc_18,val_acc_19,val_acc_20
relu,0.2333014019898,682,171,8.29810744e-05,6,1,max,KeplerLightCurves,0.16578125,0.1939597310870885,0.2481610722094774,0.2563221467286348,0.2676778493821621,0.2990067088603973,0.2932080507278442,0.2933959704637527,0.3043221431970596,0.305959729552269,0.3062818777561188,0.2983087229728699,0.303731540441513,0.305261744260788,0.3095301991701126,0.3114093941450119,0.3140134209394455,0.3206174498796462,0.3174228155612946,0.3197583889961243
gelu,0.1802929488953,537,118,0.0002838617344,6,2,mean,KeplerLightCurves,0.1310937499999999,0.1812080533802509,0.2722416085004807,0.307999997138977,0.3034899294376373,0.3106577157974243,0.3149261701107025,0.3264429485797882,0.3293691265583038,0.3414765071868896,0.3416375809907913,0.3434362399578095,0.3550604009628296,0.361288588643074,0.3668187922239303,0.3788724839687347,0.3815302002429962,0.3849395966529846,0.3927248334884644,0.3980402672290802
gelu,0.0411139096052,437,232,0.0006296810751,6,3,max,KeplerLightCurves,0.1146874999999999,0.2095302007347345,0.2323489922285079,0.2751946282386779,0.2492885899543762,0.2859328836202621,0.2838389241695404,0.3206979870796204,0.3368053698539733,0.3211812096834182,0.3594362384080886,0.3683758378028869,0.3971812081336975,0.3881610745191574,0.4075704723596572,0.4097718119621277,0.4179865753650665,0.4058255004882812,0.4383355689048767,0.4309530210494995
relu,0.0799303964198,369,190,1.07324338e-05,5,3,mean,KeplerLightCurves,0.1446093749999999,0.1773422800097614,0.2387382531957701,0.2966711378097534,0.2968053662776947,0.301637579202652,0.3085100638866425,0.3082416081428528,0.304402682185173,0.3096912729740143,0.3138791906833648,0.3156510019302369,0.3163489902019501,0.3125369095802307,0.3177181160449981,0.3202416086196899,0.3197583854198456,0.3212617433071136,0.3244295287132263,0.3255033540725708
relu,0.2869933605615,471,80,0.0007567817671,7,1,mean,KeplerLightCurves,0.1527343749999999,0.2510067088156938,0.3011543583869934,0.2966174459457397,0.2938523453474045,0.2939328825473785,0.3037046945095062,0.3097718071937561,0.3187382507324218,0.3202952992916107,0.3231677818298339,0.3304429495334625,0.3373959708213806,0.3449395954608917,0.3519999980926513,0.3559999990463257,0.3506308698654175,0.3652349001169204,0.3774765086174011,0.3802416062355042
relu,0.1914890938865,700,150,0.0003419270949,3,6,max,KeplerLightCurves,0.12,0.1910335585474968,0.249046978354454,0.2648053669929504,0.2827650982141495,0.2913020116090774,0.3045100653171539,0.3117046964168549,0.3392751669883728,0.3471946287155151,0.3586040270328521,0.3802147668600082,0.3725637608766555,0.3915704727172852,0.3826308691501617,0.387973153591156,0.3978255036473274,0.4071677839756012,0.4176107382774353,0.4299597299098968
relu,0.1492443890842,1010,253,0.0002115215324,8,5,max,KeplerLightCurves,0.12375,0.2437046965956688,0.2355704689025878,0.2320805370807647,0.2530738249421119,0.2770738273859024,0.274657717347145,0.2849932885169983,0.3129127478599548,0.3366442954540253,0.344617446064949,0.3394899332523345,0.362093961238861,0.3681073832511902,0.3888053679466247,0.3814228188991547,0.3913557076454163,0.4113288593292236,0.4151409387588501,0.4234630870819091
gelu,0.025638208876,584,101,0.000233928556,5,5,mean,KeplerLightCurves,0.15546875,0.1844295316981151,0.2756241577863693,0.2579328846931458,0.2795167750120162,0.3026040244102478,0.319838924407959,0.3308993268013,0.3288859021663666,0.3339328843355179,0.3477046966552734,0.3557046961784363,0.3334765094518662,0.35908724963665,0.3720805358886719,0.3711677849292755,0.3747919464111328,0.3776644277572632,0.3880536895990371,0.400026843547821
gelu,0.1601882916255,835,101,3.9992701e-05,3,1,max,KeplerLightCurves,0.1384375,0.1921073831338435,0.237879194393754,0.2769664398580789,0.2774496608972549,0.2837852334976196,0.2800268447399139,0.2800536900758743,0.2794899302721023,0.2815302002429962,0.2968053650856018,0.2990067094564438,0.3001879185438156,0.2972885900735855,0.2940402668714523,0.2913020116090775,0.2938791924715042,0.296214764714241,0.2972885888814926,0.2942550325393677
gelu,0.2040895115557,265,219,4.95707664e-05,8,5,mean,KeplerLightCurves,0.15,0.2563221446424722,0.2896644276380539,0.2925906014442444,0.3058791923522949,0.3046442925930023,0.309959728717804,0.3009127497673035,0.3089395987987518,0.3140671139955521,0.3222281873226166,0.3252885907888412,0.3272751671075821,0.3390335583686828,0.3497181189060211,0.3428456354141235,0.3546577143669128,0.3499060386419296,0.3416644310951233,0.3476510089635849
relu,0.0720636810492,345,145,8.50772188e-05,2,6,max,KeplerLightCurves,0.15890625,0.2137181201949715,0.2265234887972474,0.2453154358640313,0.2873557019233703,0.28163758456707,0.2804295265674591,0.2849932861328125,0.2887248289585113,0.2953825491666794,0.3124832171201706,0.3029530215263366,0.2946308720111846,0.3188993299007416,0.3240268468856812,0.3158120805025101,0.3324832201004028,0.3397315436601639,0.3346577155590057,0.3349261707067489
relu,0.1014327178248,850,84,5.26455676e-05,2,5,mean,KeplerLightCurves,0.11984375,0.175731544047594,0.2693422800302505,0.2991409361362457,0.2995167750120163,0.3140671098232269,0.3075436216592789,0.3164026838541031,0.3328590595722199,0.3269798654317856,0.3358389246463776,0.3478120815753937,0.3478389251232147,0.3549798649549484,0.3546308755874633,0.3555436205863952,0.3675167775154113,0.3649395966529846,0.3712214767932892,0.3687516748905182
