Model,Dataset,Schedule,Constraint_Key,Constraint_Value,Performance_At_Timeout,Performance_At_Convergence,Budget_Utilization,Early_Stopping
FCNN,Car,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
FCNN,Car,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0064,False
FCNN,Car,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0027,False
FCNN,Car,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0009,False
FCNN,Car,Aggressive,max_epochs_1000,1000,0.0000,0.6000,1.0000,True
FCNN,Car,Aggressive,max_epochs_2000,2000,0.2000,0.6000,1.0000,True
FCNN,Car,Aggressive,max_epochs_5000,5000,0.6000,0.6000,0.6200,False
FCNN,Car,Aggressive,max_time_hours_10,10,0.6000,0.6000,0.0055,False
FCNN,Car,Aggressive,max_time_hours_24,24,0.6000,0.6000,0.0023,False
FCNN,Car,Aggressive,max_time_hours_72,72,0.6000,0.6000,0.0008,False
FCNN,Car,Conservative,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
FCNN,Car,Conservative,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
FCNN,Car,Conservative,max_epochs_5000,5000,1.0000,0.4000,1.0000,True
FCNN,Car,Conservative,max_time_hours_10,10,0.4000,0.4000,0.0221,False
FCNN,Car,Conservative,max_time_hours_24,24,0.4000,0.4000,0.0092,False
FCNN,Car,Conservative,max_time_hours_72,72,0.4000,0.4000,0.0031,False
FCNN,Car,VeryAggressive,max_epochs_1000,1000,0.0000,0.4000,1.0000,True
FCNN,Car,VeryAggressive,max_epochs_2000,2000,0.0000,0.4000,1.0000,True
FCNN,Car,VeryAggressive,max_epochs_5000,5000,0.0000,0.4000,1.0000,True
FCNN,Car,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0097,False
FCNN,Car,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0040,False
FCNN,Car,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0013,False
FCNN,Car,Standard,max_epochs_1000,1000,0.8000,0.4000,1.0000,True
FCNN,Car,Standard,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
FCNN,Car,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6840,False
FCNN,Car,Standard,max_time_hours_10,10,0.4000,0.4000,0.0061,False
FCNN,Car,Standard,max_time_hours_24,24,0.4000,0.4000,0.0025,False
FCNN,Car,Standard,max_time_hours_72,72,0.4000,0.4000,0.0008,False
FCNN,CatsDogs,Moderate,max_epochs_1000,1000,0.6000,0.6000,1.0000,True
FCNN,CatsDogs,Moderate,max_epochs_2000,2000,0.0000,0.6000,1.0000,True
FCNN,CatsDogs,Moderate,max_epochs_5000,5000,0.6000,0.6000,0.7200,False
FCNN,CatsDogs,Moderate,max_time_hours_10,10,0.6000,0.6000,0.0145,False
FCNN,CatsDogs,Moderate,max_time_hours_24,24,0.6000,0.6000,0.0061,False
FCNN,CatsDogs,Moderate,max_time_hours_72,72,0.6000,0.6000,0.0020,False
FCNN,CatsDogs,Aggressive,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
FCNN,CatsDogs,Aggressive,max_epochs_2000,2000,0.0000,0.2000,1.0000,True
FCNN,CatsDogs,Aggressive,max_epochs_5000,5000,0.2000,0.2000,0.6200,False
FCNN,CatsDogs,Aggressive,max_time_hours_10,10,0.2000,0.2000,0.0122,False
FCNN,CatsDogs,Aggressive,max_time_hours_24,24,0.2000,0.2000,0.0051,False
FCNN,CatsDogs,Aggressive,max_time_hours_72,72,0.2000,0.2000,0.0017,False
FCNN,CatsDogs,Conservative,max_epochs_1000,1000,1.0000,0.6000,1.0000,True
FCNN,CatsDogs,Conservative,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
FCNN,CatsDogs,Conservative,max_epochs_5000,5000,1.0000,0.6000,1.0000,True
FCNN,CatsDogs,Conservative,max_time_hours_10,10,0.6000,0.6000,0.0506,False
FCNN,CatsDogs,Conservative,max_time_hours_24,24,0.6000,0.6000,0.0211,False
FCNN,CatsDogs,Conservative,max_time_hours_72,72,0.6000,0.6000,0.0070,False
FCNN,CatsDogs,VeryAggressive,max_epochs_1000,1000,0.0000,0.4000,1.0000,True
FCNN,CatsDogs,VeryAggressive,max_epochs_2000,2000,0.0000,0.4000,1.0000,True
FCNN,CatsDogs,VeryAggressive,max_epochs_5000,5000,0.4000,0.4000,1.0000,True
FCNN,CatsDogs,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0222,False
FCNN,CatsDogs,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0092,False
FCNN,CatsDogs,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0031,False
FCNN,CatsDogs,Standard,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
FCNN,CatsDogs,Standard,max_epochs_2000,2000,0.4000,0.2000,1.0000,True
FCNN,CatsDogs,Standard,max_epochs_5000,5000,0.2000,0.2000,0.6840,False
FCNN,CatsDogs,Standard,max_time_hours_10,10,0.2000,0.2000,0.0135,False
FCNN,CatsDogs,Standard,max_time_hours_24,24,0.2000,0.2000,0.0056,False
FCNN,CatsDogs,Standard,max_time_hours_72,72,0.2000,0.2000,0.0019,False
FCNN,ChlorineConcentration,Moderate,max_epochs_1000,1000,1.0000,0.6000,1.0000,True
FCNN,ChlorineConcentration,Moderate,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
FCNN,ChlorineConcentration,Moderate,max_epochs_5000,5000,0.6000,0.6000,0.7200,False
FCNN,ChlorineConcentration,Moderate,max_time_hours_10,10,0.6000,0.6000,0.0551,False
FCNN,ChlorineConcentration,Moderate,max_time_hours_24,24,0.6000,0.6000,0.0230,False
FCNN,ChlorineConcentration,Moderate,max_time_hours_72,72,0.6000,0.6000,0.0077,False
FCNN,ChlorineConcentration,Aggressive,max_epochs_1000,1000,0.8000,0.6000,1.0000,True
FCNN,ChlorineConcentration,Aggressive,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
FCNN,ChlorineConcentration,Aggressive,max_epochs_5000,5000,0.6000,0.6000,0.6200,False
FCNN,ChlorineConcentration,Aggressive,max_time_hours_10,10,0.6000,0.6000,0.0516,False
FCNN,ChlorineConcentration,Aggressive,max_time_hours_24,24,0.6000,0.6000,0.0215,False
FCNN,ChlorineConcentration,Aggressive,max_time_hours_72,72,0.6000,0.6000,0.0072,False
FCNN,ChlorineConcentration,Conservative,max_epochs_1000,1000,1.0000,0.6000,1.0000,True
FCNN,ChlorineConcentration,Conservative,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
FCNN,ChlorineConcentration,Conservative,max_epochs_5000,5000,1.0000,0.6000,1.0000,True
FCNN,ChlorineConcentration,Conservative,max_time_hours_10,10,0.6000,0.6000,0.2018,False
FCNN,ChlorineConcentration,Conservative,max_time_hours_24,24,0.6000,0.6000,0.0841,False
FCNN,ChlorineConcentration,Conservative,max_time_hours_72,72,0.6000,0.6000,0.0280,False
FCNN,ChlorineConcentration,VeryAggressive,max_epochs_1000,1000,0.4000,0.6000,1.0000,True
FCNN,ChlorineConcentration,VeryAggressive,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
FCNN,ChlorineConcentration,VeryAggressive,max_epochs_5000,5000,0.8000,0.6000,1.0000,True
FCNN,ChlorineConcentration,VeryAggressive,max_time_hours_10,10,0.6000,0.6000,0.0962,False
FCNN,ChlorineConcentration,VeryAggressive,max_time_hours_24,24,0.6000,0.6000,0.0401,False
FCNN,ChlorineConcentration,VeryAggressive,max_time_hours_72,72,0.6000,0.6000,0.0134,False
FCNN,ChlorineConcentration,Standard,max_epochs_1000,1000,0.8000,0.6000,1.0000,True
FCNN,ChlorineConcentration,Standard,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
FCNN,ChlorineConcentration,Standard,max_epochs_5000,5000,0.6000,0.6000,0.6840,False
FCNN,ChlorineConcentration,Standard,max_time_hours_10,10,0.6000,0.6000,0.0510,False
FCNN,ChlorineConcentration,Standard,max_time_hours_24,24,0.6000,0.6000,0.0213,False
FCNN,ChlorineConcentration,Standard,max_time_hours_72,72,0.6000,0.6000,0.0071,False
FCNN,CinCECGTorso,Moderate,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,CinCECGTorso,Moderate,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
FCNN,CinCECGTorso,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
FCNN,CinCECGTorso,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0179,False
FCNN,CinCECGTorso,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0075,False
FCNN,CinCECGTorso,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0025,False
FCNN,CinCECGTorso,Aggressive,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
FCNN,CinCECGTorso,Aggressive,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
FCNN,CinCECGTorso,Aggressive,max_epochs_5000,5000,0.4000,0.4000,0.6200,False
FCNN,CinCECGTorso,Aggressive,max_time_hours_10,10,0.4000,0.4000,0.0158,False
FCNN,CinCECGTorso,Aggressive,max_time_hours_24,24,0.4000,0.4000,0.0066,False
FCNN,CinCECGTorso,Aggressive,max_time_hours_72,72,0.4000,0.4000,0.0022,False
FCNN,CinCECGTorso,Conservative,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,CinCECGTorso,Conservative,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
FCNN,CinCECGTorso,Conservative,max_epochs_5000,5000,1.0000,0.4000,1.0000,True
FCNN,CinCECGTorso,Conservative,max_time_hours_10,10,0.4000,0.4000,0.0601,False
FCNN,CinCECGTorso,Conservative,max_time_hours_24,24,0.4000,0.4000,0.0251,False
FCNN,CinCECGTorso,Conservative,max_time_hours_72,72,0.4000,0.4000,0.0084,False
FCNN,CinCECGTorso,VeryAggressive,max_epochs_1000,1000,0.0000,0.4000,1.0000,True
FCNN,CinCECGTorso,VeryAggressive,max_epochs_2000,2000,0.4000,0.4000,1.0000,True
FCNN,CinCECGTorso,VeryAggressive,max_epochs_5000,5000,0.4000,0.4000,1.0000,True
FCNN,CinCECGTorso,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0280,False
FCNN,CinCECGTorso,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0117,False
FCNN,CinCECGTorso,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0039,False
FCNN,CinCECGTorso,Standard,max_epochs_1000,1000,1.0000,0.6000,1.0000,True
FCNN,CinCECGTorso,Standard,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
FCNN,CinCECGTorso,Standard,max_epochs_5000,5000,0.6000,0.6000,0.6840,False
FCNN,CinCECGTorso,Standard,max_time_hours_10,10,0.6000,0.6000,0.0170,False
FCNN,CinCECGTorso,Standard,max_time_hours_24,24,0.6000,0.6000,0.0071,False
FCNN,CinCECGTorso,Standard,max_time_hours_72,72,0.6000,0.6000,0.0024,False
FCNN,CounterMovementJump,Moderate,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
FCNN,CounterMovementJump,Moderate,max_epochs_2000,2000,0.6000,0.2000,1.0000,True
FCNN,CounterMovementJump,Moderate,max_epochs_5000,5000,0.2000,0.2000,0.7200,False
FCNN,CounterMovementJump,Moderate,max_time_hours_10,10,0.2000,0.2000,0.0157,False
FCNN,CounterMovementJump,Moderate,max_time_hours_24,24,0.2000,0.2000,0.0065,False
FCNN,CounterMovementJump,Moderate,max_time_hours_72,72,0.2000,0.2000,0.0022,False
FCNN,CounterMovementJump,Aggressive,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
FCNN,CounterMovementJump,Aggressive,max_epochs_2000,2000,0.6000,0.2000,1.0000,True
FCNN,CounterMovementJump,Aggressive,max_epochs_5000,5000,0.2000,0.2000,0.6200,False
FCNN,CounterMovementJump,Aggressive,max_time_hours_10,10,0.2000,0.2000,0.0136,False
FCNN,CounterMovementJump,Aggressive,max_time_hours_24,24,0.2000,0.2000,0.0057,False
FCNN,CounterMovementJump,Aggressive,max_time_hours_72,72,0.2000,0.2000,0.0019,False
FCNN,CounterMovementJump,Conservative,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
FCNN,CounterMovementJump,Conservative,max_epochs_2000,2000,1.0000,0.2000,1.0000,True
FCNN,CounterMovementJump,Conservative,max_epochs_5000,5000,1.0000,0.2000,1.0000,True
FCNN,CounterMovementJump,Conservative,max_time_hours_10,10,0.2000,0.2000,0.0551,False
FCNN,CounterMovementJump,Conservative,max_time_hours_24,24,0.2000,0.2000,0.0230,False
FCNN,CounterMovementJump,Conservative,max_time_hours_72,72,0.2000,0.2000,0.0077,False
FCNN,CounterMovementJump,VeryAggressive,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
FCNN,CounterMovementJump,VeryAggressive,max_epochs_2000,2000,0.4000,0.2000,1.0000,True
FCNN,CounterMovementJump,VeryAggressive,max_epochs_5000,5000,0.2000,0.2000,1.0000,True
FCNN,CounterMovementJump,VeryAggressive,max_time_hours_10,10,0.2000,0.2000,0.0246,False
FCNN,CounterMovementJump,VeryAggressive,max_time_hours_24,24,0.2000,0.2000,0.0103,False
FCNN,CounterMovementJump,VeryAggressive,max_time_hours_72,72,0.2000,0.2000,0.0034,False
FCNN,CounterMovementJump,Standard,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
FCNN,CounterMovementJump,Standard,max_epochs_2000,2000,0.8000,0.2000,1.0000,True
FCNN,CounterMovementJump,Standard,max_epochs_5000,5000,0.2000,0.2000,0.6840,False
FCNN,CounterMovementJump,Standard,max_time_hours_10,10,0.2000,0.2000,0.0150,False
FCNN,CounterMovementJump,Standard,max_time_hours_24,24,0.2000,0.2000,0.0062,False
FCNN,CounterMovementJump,Standard,max_time_hours_72,72,0.2000,0.2000,0.0021,False
FCNN,DucksAndGeese,Moderate,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,DucksAndGeese,Moderate,max_epochs_2000,2000,0.8000,0.4000,1.0000,True
FCNN,DucksAndGeese,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
FCNN,DucksAndGeese,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0058,False
FCNN,DucksAndGeese,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0024,False
FCNN,DucksAndGeese,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0008,False
FCNN,DucksAndGeese,Aggressive,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,DucksAndGeese,Aggressive,max_epochs_2000,2000,0.8000,0.4000,1.0000,True
FCNN,DucksAndGeese,Aggressive,max_epochs_5000,5000,0.4000,0.4000,0.6200,False
FCNN,DucksAndGeese,Aggressive,max_time_hours_10,10,0.4000,0.4000,0.0049,False
FCNN,DucksAndGeese,Aggressive,max_time_hours_24,24,0.4000,0.4000,0.0020,False
FCNN,DucksAndGeese,Aggressive,max_time_hours_72,72,0.4000,0.4000,0.0007,False
FCNN,DucksAndGeese,Conservative,max_epochs_1000,1000,1.0000,0.0000,1.0000,True
FCNN,DucksAndGeese,Conservative,max_epochs_2000,2000,1.0000,0.0000,1.0000,True
FCNN,DucksAndGeese,Conservative,max_epochs_5000,5000,1.0000,0.0000,1.0000,True
FCNN,DucksAndGeese,Conservative,max_time_hours_10,10,0.0000,0.0000,0.0205,False
FCNN,DucksAndGeese,Conservative,max_time_hours_24,24,0.0000,0.0000,0.0086,False
FCNN,DucksAndGeese,Conservative,max_time_hours_72,72,0.0000,0.0000,0.0029,False
FCNN,DucksAndGeese,VeryAggressive,max_epochs_1000,1000,0.8000,0.4000,1.0000,True
FCNN,DucksAndGeese,VeryAggressive,max_epochs_2000,2000,0.4000,0.4000,1.0000,True
FCNN,DucksAndGeese,VeryAggressive,max_epochs_5000,5000,0.0000,0.4000,1.0000,True
FCNN,DucksAndGeese,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0088,False
FCNN,DucksAndGeese,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0037,False
FCNN,DucksAndGeese,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0012,False
FCNN,DucksAndGeese,Standard,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
FCNN,DucksAndGeese,Standard,max_epochs_2000,2000,0.8000,0.2000,1.0000,True
FCNN,DucksAndGeese,Standard,max_epochs_5000,5000,0.2000,0.2000,0.6840,False
FCNN,DucksAndGeese,Standard,max_time_hours_10,10,0.2000,0.2000,0.0053,False
FCNN,DucksAndGeese,Standard,max_time_hours_24,24,0.2000,0.2000,0.0022,False
FCNN,DucksAndGeese,Standard,max_time_hours_72,72,0.2000,0.2000,0.0007,False
FCNN,EigenWorms,Moderate,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,EigenWorms,Moderate,max_epochs_2000,2000,0.0000,0.4000,1.0000,True
FCNN,EigenWorms,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
FCNN,EigenWorms,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0182,False
FCNN,EigenWorms,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0076,False
FCNN,EigenWorms,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0025,False
FCNN,EigenWorms,Aggressive,max_epochs_1000,1000,0.0000,0.0000,1.0000,True
FCNN,EigenWorms,Aggressive,max_epochs_2000,2000,0.2000,0.0000,1.0000,True
FCNN,EigenWorms,Aggressive,max_epochs_5000,5000,0.0000,0.0000,0.6200,False
FCNN,EigenWorms,Aggressive,max_time_hours_10,10,0.0000,0.0000,0.0155,False
FCNN,EigenWorms,Aggressive,max_time_hours_24,24,0.0000,0.0000,0.0064,False
FCNN,EigenWorms,Aggressive,max_time_hours_72,72,0.0000,0.0000,0.0021,False
FCNN,EigenWorms,Conservative,max_epochs_1000,1000,1.0000,0.0000,1.0000,True
FCNN,EigenWorms,Conservative,max_epochs_2000,2000,1.0000,0.0000,1.0000,True
FCNN,EigenWorms,Conservative,max_epochs_5000,5000,1.0000,0.0000,1.0000,True
FCNN,EigenWorms,Conservative,max_time_hours_10,10,0.0000,0.0000,0.0625,False
FCNN,EigenWorms,Conservative,max_time_hours_24,24,0.0000,0.0000,0.0260,False
FCNN,EigenWorms,Conservative,max_time_hours_72,72,0.0000,0.0000,0.0087,False
FCNN,EigenWorms,VeryAggressive,max_epochs_1000,1000,0.0000,0.4000,1.0000,True
FCNN,EigenWorms,VeryAggressive,max_epochs_2000,2000,0.2000,0.4000,1.0000,True
FCNN,EigenWorms,VeryAggressive,max_epochs_5000,5000,0.6000,0.4000,1.0000,True
FCNN,EigenWorms,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0276,False
FCNN,EigenWorms,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0115,False
FCNN,EigenWorms,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0038,False
FCNN,EigenWorms,Standard,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
FCNN,EigenWorms,Standard,max_epochs_2000,2000,1.0000,0.2000,1.0000,True
FCNN,EigenWorms,Standard,max_epochs_5000,5000,0.2000,0.2000,0.6840,False
FCNN,EigenWorms,Standard,max_time_hours_10,10,0.2000,0.2000,0.0176,False
FCNN,EigenWorms,Standard,max_time_hours_24,24,0.2000,0.2000,0.0073,False
FCNN,EigenWorms,Standard,max_time_hours_72,72,0.2000,0.2000,0.0024,False
FCNN,FaultDetectionB,Moderate,max_epochs_1000,1000,1.0000,0.0000,1.0000,True
FCNN,FaultDetectionB,Moderate,max_epochs_2000,2000,0.8000,0.0000,1.0000,True
FCNN,FaultDetectionB,Moderate,max_epochs_5000,5000,0.0000,0.0000,0.7200,False
FCNN,FaultDetectionB,Moderate,max_time_hours_10,10,0.0000,0.0000,0.0050,False
FCNN,FaultDetectionB,Moderate,max_time_hours_24,24,0.0000,0.0000,0.0021,False
FCNN,FaultDetectionB,Moderate,max_time_hours_72,72,0.0000,0.0000,0.0007,False
FCNN,FaultDetectionB,Aggressive,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
FCNN,FaultDetectionB,Aggressive,max_epochs_2000,2000,0.6000,0.2000,1.0000,True
FCNN,FaultDetectionB,Aggressive,max_epochs_5000,5000,0.2000,0.2000,0.6200,False
FCNN,FaultDetectionB,Aggressive,max_time_hours_10,10,0.2000,0.2000,0.0043,False
FCNN,FaultDetectionB,Aggressive,max_time_hours_24,24,0.2000,0.2000,0.0018,False
FCNN,FaultDetectionB,Aggressive,max_time_hours_72,72,0.2000,0.2000,0.0006,False
FCNN,FaultDetectionB,Conservative,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
FCNN,FaultDetectionB,Conservative,max_epochs_2000,2000,1.0000,0.2000,1.0000,True
FCNN,FaultDetectionB,Conservative,max_epochs_5000,5000,1.0000,0.2000,1.0000,True
FCNN,FaultDetectionB,Conservative,max_time_hours_10,10,0.2000,0.2000,0.0178,False
FCNN,FaultDetectionB,Conservative,max_time_hours_24,24,0.2000,0.2000,0.0074,False
FCNN,FaultDetectionB,Conservative,max_time_hours_72,72,0.2000,0.2000,0.0025,False
FCNN,FaultDetectionB,VeryAggressive,max_epochs_1000,1000,0.8000,0.4000,1.0000,True
FCNN,FaultDetectionB,VeryAggressive,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
FCNN,FaultDetectionB,VeryAggressive,max_epochs_5000,5000,0.4000,0.4000,1.0000,True
FCNN,FaultDetectionB,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0078,False
FCNN,FaultDetectionB,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0032,False
FCNN,FaultDetectionB,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0011,False
FCNN,FaultDetectionB,Standard,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,FaultDetectionB,Standard,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
FCNN,FaultDetectionB,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6840,False
FCNN,FaultDetectionB,Standard,max_time_hours_10,10,0.4000,0.4000,0.0046,False
FCNN,FaultDetectionB,Standard,max_time_hours_24,24,0.4000,0.4000,0.0019,False
FCNN,FaultDetectionB,Standard,max_time_hours_72,72,0.4000,0.4000,0.0006,False
FCNN,FiftyWords,Moderate,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,Moderate,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
FCNN,FiftyWords,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0133,False
FCNN,FiftyWords,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0055,False
FCNN,FiftyWords,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0018,False
FCNN,FiftyWords,Aggressive,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,Aggressive,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,Aggressive,max_epochs_5000,5000,0.4000,0.4000,0.6200,False
FCNN,FiftyWords,Aggressive,max_time_hours_10,10,0.4000,0.4000,0.0111,False
FCNN,FiftyWords,Aggressive,max_time_hours_24,24,0.4000,0.4000,0.0046,False
FCNN,FiftyWords,Aggressive,max_time_hours_72,72,0.4000,0.4000,0.0015,False
FCNN,FiftyWords,Conservative,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,Conservative,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,Conservative,max_epochs_5000,5000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,Conservative,max_time_hours_10,10,0.4000,0.4000,0.0502,False
FCNN,FiftyWords,Conservative,max_time_hours_24,24,0.4000,0.4000,0.0209,False
FCNN,FiftyWords,Conservative,max_time_hours_72,72,0.4000,0.4000,0.0070,False
FCNN,FiftyWords,VeryAggressive,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,VeryAggressive,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,VeryAggressive,max_epochs_5000,5000,1.0000,0.4000,1.0000,True
FCNN,FiftyWords,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0206,False
FCNN,FiftyWords,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0086,False
FCNN,FiftyWords,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0029,False
FCNN,FiftyWords,Standard,max_epochs_1000,1000,1.0000,0.6000,1.0000,True
FCNN,FiftyWords,Standard,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
FCNN,FiftyWords,Standard,max_epochs_5000,5000,0.6000,0.6000,0.6840,False
FCNN,FiftyWords,Standard,max_time_hours_10,10,0.6000,0.6000,0.0128,False
FCNN,FiftyWords,Standard,max_time_hours_24,24,0.6000,0.6000,0.0053,False
FCNN,FiftyWords,Standard,max_time_hours_72,72,0.6000,0.6000,0.0018,False
FCNN,HouseTwenty,Moderate,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
FCNN,HouseTwenty,Moderate,max_epochs_2000,2000,0.4000,0.4000,1.0000,True
FCNN,HouseTwenty,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
FCNN,HouseTwenty,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0073,False
FCNN,HouseTwenty,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0030,False
FCNN,HouseTwenty,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0010,False
FCNN,HouseTwenty,Aggressive,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
FCNN,HouseTwenty,Aggressive,max_epochs_2000,2000,0.4000,0.2000,1.0000,True
FCNN,HouseTwenty,Aggressive,max_epochs_5000,5000,0.2000,0.2000,0.6200,False
FCNN,HouseTwenty,Aggressive,max_time_hours_10,10,0.2000,0.2000,0.0063,False
FCNN,HouseTwenty,Aggressive,max_time_hours_24,24,0.2000,0.2000,0.0026,False
FCNN,HouseTwenty,Aggressive,max_time_hours_72,72,0.2000,0.2000,0.0009,False
FCNN,HouseTwenty,Conservative,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
FCNN,HouseTwenty,Conservative,max_epochs_2000,2000,1.0000,0.2000,1.0000,True
FCNN,HouseTwenty,Conservative,max_epochs_5000,5000,1.0000,0.2000,1.0000,True
FCNN,HouseTwenty,Conservative,max_time_hours_10,10,0.2000,0.2000,0.0255,False
FCNN,HouseTwenty,Conservative,max_time_hours_24,24,0.2000,0.2000,0.0106,False
FCNN,HouseTwenty,Conservative,max_time_hours_72,72,0.2000,0.2000,0.0035,False
FCNN,HouseTwenty,VeryAggressive,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
FCNN,HouseTwenty,VeryAggressive,max_epochs_2000,2000,0.2000,0.2000,1.0000,True
FCNN,HouseTwenty,VeryAggressive,max_epochs_5000,5000,0.4000,0.2000,1.0000,True
FCNN,HouseTwenty,VeryAggressive,max_time_hours_10,10,0.2000,0.2000,0.0113,False
FCNN,HouseTwenty,VeryAggressive,max_time_hours_24,24,0.2000,0.2000,0.0047,False
FCNN,HouseTwenty,VeryAggressive,max_time_hours_72,72,0.2000,0.2000,0.0016,False
FCNN,HouseTwenty,Standard,max_epochs_1000,1000,0.6000,0.4000,1.0000,True
FCNN,HouseTwenty,Standard,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
FCNN,HouseTwenty,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6840,False
FCNN,HouseTwenty,Standard,max_time_hours_10,10,0.4000,0.4000,0.0070,False
