Model,Dataset,Schedule,Constraint_Key,Constraint_Value,Performance_At_Timeout,Performance_At_Convergence,Budget_Utilization,Early_Stopping
GRU,Car,Aggressive,max_epochs_5000,5000,0.0000,0.0000,0.6200,False
GRU,Car,Aggressive,max_time_hours_10,10,0.0000,0.0000,0.0027,False
GRU,Car,Aggressive,max_time_hours_24,24,0.0000,0.0000,0.0011,False
GRU,Car,Aggressive,max_time_hours_72,72,0.0000,0.0000,0.0004,False
GRU,Car,Conservative,max_epochs_1000,1000,0.8000,0.0000,1.0000,True
GRU,Car,Conservative,max_epochs_2000,2000,1.0000,0.0000,1.0000,True
GRU,Car,Conservative,max_epochs_5000,5000,1.0000,0.0000,1.0000,True
GRU,Car,Conservative,max_time_hours_10,10,0.0000,0.0000,0.0111,False
GRU,Car,Conservative,max_time_hours_24,24,0.0000,0.0000,0.0046,False
GRU,Car,Conservative,max_time_hours_72,72,0.0000,0.0000,0.0015,False
GRU,Car,VeryAggressive,max_epochs_1000,1000,0.6000,0.6000,1.0000,True
GRU,Car,VeryAggressive,max_epochs_2000,2000,0.2000,0.6000,1.0000,True
GRU,Car,VeryAggressive,max_epochs_5000,5000,0.2000,0.6000,1.0000,True
GRU,Car,VeryAggressive,max_time_hours_10,10,0.6000,0.6000,0.0049,False
GRU,Car,VeryAggressive,max_time_hours_24,24,0.6000,0.6000,0.0020,False
GRU,Car,VeryAggressive,max_time_hours_72,72,0.6000,0.6000,0.0007,False
GRU,Car,Standard,max_epochs_1000,1000,1.0000,0.6000,1.0000,True
GRU,Car,Standard,max_epochs_2000,2000,0.4000,0.6000,1.0000,True
GRU,Car,Standard,max_epochs_5000,5000,0.6000,0.6000,0.6840,False
GRU,Car,Standard,max_time_hours_10,10,0.6000,0.6000,0.0030,False
GRU,Car,Standard,max_time_hours_24,24,0.6000,0.6000,0.0013,False
GRU,Car,Standard,max_time_hours_72,72,0.6000,0.6000,0.0004,False
GRU,CatsDogs,Moderate,max_epochs_1000,1000,0.8000,0.2000,1.0000,True
GRU,CatsDogs,Moderate,max_epochs_2000,2000,0.4000,0.2000,1.0000,True
GRU,CatsDogs,Moderate,max_epochs_5000,5000,0.2000,0.2000,0.7200,False
GRU,CatsDogs,Moderate,max_time_hours_10,10,0.2000,0.2000,0.0385,False
GRU,CatsDogs,Moderate,max_time_hours_24,24,0.2000,0.2000,0.0160,False
GRU,CatsDogs,Moderate,max_time_hours_72,72,0.2000,0.2000,0.0053,False
GRU,CatsDogs,Aggressive,max_epochs_1000,1000,0.2000,0.4000,1.0000,True
GRU,CatsDogs,Aggressive,max_epochs_2000,2000,0.4000,0.4000,1.0000,True
GRU,CatsDogs,Aggressive,max_epochs_5000,5000,0.4000,0.4000,0.6200,False
GRU,CatsDogs,Aggressive,max_time_hours_10,10,0.4000,0.4000,0.0332,False
GRU,CatsDogs,Aggressive,max_time_hours_24,24,0.4000,0.4000,0.0138,False
GRU,CatsDogs,Aggressive,max_time_hours_72,72,0.4000,0.4000,0.0046,False
GRU,CatsDogs,Conservative,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
GRU,CatsDogs,Conservative,max_epochs_2000,2000,1.0000,0.2000,1.0000,True
GRU,CatsDogs,Conservative,max_epochs_5000,5000,1.0000,0.2000,1.0000,True
GRU,CatsDogs,Conservative,max_time_hours_10,10,0.2000,0.2000,0.1356,False
GRU,CatsDogs,Conservative,max_time_hours_24,24,0.2000,0.2000,0.0565,False
GRU,CatsDogs,Conservative,max_time_hours_72,72,0.2000,0.2000,0.0188,False
GRU,CatsDogs,VeryAggressive,max_epochs_1000,1000,0.2000,0.4000,1.0000,True
GRU,CatsDogs,VeryAggressive,max_epochs_2000,2000,0.4000,0.4000,1.0000,True
GRU,CatsDogs,VeryAggressive,max_epochs_5000,5000,0.6000,0.4000,1.0000,True
GRU,CatsDogs,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0596,False
GRU,CatsDogs,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0248,False
GRU,CatsDogs,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0083,False
GRU,CatsDogs,Standard,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
GRU,CatsDogs,Standard,max_epochs_2000,2000,0.8000,0.4000,1.0000,True
GRU,CatsDogs,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6840,False
GRU,CatsDogs,Standard,max_time_hours_10,10,0.4000,0.4000,0.0357,False
GRU,CatsDogs,Standard,max_time_hours_24,24,0.4000,0.4000,0.0149,False
GRU,CatsDogs,Standard,max_time_hours_72,72,0.4000,0.4000,0.0050,False
GRU,ChlorineConcentration,Moderate,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
GRU,ChlorineConcentration,Moderate,max_epochs_2000,2000,0.6000,0.2000,1.0000,True
GRU,ChlorineConcentration,Moderate,max_epochs_5000,5000,0.2000,0.2000,0.7200,False
GRU,ChlorineConcentration,Moderate,max_time_hours_10,10,0.2000,0.2000,0.0256,False
GRU,ChlorineConcentration,Moderate,max_time_hours_24,24,0.2000,0.2000,0.0107,False
GRU,ChlorineConcentration,Moderate,max_time_hours_72,72,0.2000,0.2000,0.0036,False
GRU,ChlorineConcentration,Aggressive,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
GRU,ChlorineConcentration,Aggressive,max_epochs_2000,2000,0.2000,0.2000,1.0000,True
GRU,ChlorineConcentration,Aggressive,max_epochs_5000,5000,0.2000,0.2000,0.6200,False
GRU,ChlorineConcentration,Aggressive,max_time_hours_10,10,0.2000,0.2000,0.0220,False
GRU,ChlorineConcentration,Aggressive,max_time_hours_24,24,0.2000,0.2000,0.0092,False
GRU,ChlorineConcentration,Aggressive,max_time_hours_72,72,0.2000,0.2000,0.0031,False
GRU,ChlorineConcentration,Conservative,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
GRU,ChlorineConcentration,Conservative,max_epochs_2000,2000,1.0000,0.2000,1.0000,True
GRU,ChlorineConcentration,Conservative,max_epochs_5000,5000,0.8000,0.2000,1.0000,True
GRU,ChlorineConcentration,Conservative,max_time_hours_10,10,0.2000,0.2000,0.0886,False
GRU,ChlorineConcentration,Conservative,max_time_hours_24,24,0.2000,0.2000,0.0369,False
GRU,ChlorineConcentration,Conservative,max_time_hours_72,72,0.2000,0.2000,0.0123,False
GRU,ChlorineConcentration,VeryAggressive,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
GRU,ChlorineConcentration,VeryAggressive,max_epochs_2000,2000,0.2000,0.2000,1.0000,True
GRU,ChlorineConcentration,VeryAggressive,max_epochs_5000,5000,0.6000,0.2000,1.0000,True
GRU,ChlorineConcentration,VeryAggressive,max_time_hours_10,10,0.2000,0.2000,0.0395,False
GRU,ChlorineConcentration,VeryAggressive,max_time_hours_24,24,0.2000,0.2000,0.0165,False
GRU,ChlorineConcentration,VeryAggressive,max_time_hours_72,72,0.2000,0.2000,0.0055,False
GRU,ChlorineConcentration,Standard,max_epochs_1000,1000,0.6000,0.6000,1.0000,True
GRU,ChlorineConcentration,Standard,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
GRU,ChlorineConcentration,Standard,max_epochs_5000,5000,0.6000,0.6000,0.6840,False
GRU,ChlorineConcentration,Standard,max_time_hours_10,10,0.6000,0.6000,0.0244,False
GRU,ChlorineConcentration,Standard,max_time_hours_24,24,0.6000,0.6000,0.0102,False
GRU,ChlorineConcentration,Standard,max_time_hours_72,72,0.6000,0.6000,0.0034,False
GRU,CinCECGTorso,Moderate,max_epochs_1000,1000,1.0000,1.0000,1.0000,True
GRU,CinCECGTorso,Moderate,max_epochs_2000,2000,0.4000,1.0000,1.0000,True
GRU,CinCECGTorso,Moderate,max_epochs_5000,5000,1.0000,1.0000,0.7200,False
GRU,CinCECGTorso,Moderate,max_time_hours_10,10,1.0000,1.0000,0.0262,False
GRU,CinCECGTorso,Moderate,max_time_hours_24,24,1.0000,1.0000,0.0109,False
GRU,CinCECGTorso,Moderate,max_time_hours_72,72,1.0000,1.0000,0.0036,False
GRU,CinCECGTorso,Aggressive,max_epochs_1000,1000,0.0000,1.0000,1.0000,True
GRU,CinCECGTorso,Aggressive,max_epochs_2000,2000,0.4000,1.0000,1.0000,True
GRU,CinCECGTorso,Aggressive,max_epochs_5000,5000,1.0000,1.0000,0.6200,False
GRU,CinCECGTorso,Aggressive,max_time_hours_10,10,1.0000,1.0000,0.0226,False
GRU,CinCECGTorso,Aggressive,max_time_hours_24,24,1.0000,1.0000,0.0094,False
GRU,CinCECGTorso,Aggressive,max_time_hours_72,72,1.0000,1.0000,0.0031,False
GRU,CinCECGTorso,Conservative,max_epochs_1000,1000,1.0000,1.0000,1.0000,True
GRU,CinCECGTorso,Conservative,max_epochs_2000,2000,1.0000,1.0000,1.0000,True
GRU,CinCECGTorso,Conservative,max_epochs_5000,5000,1.0000,1.0000,1.0000,True
GRU,CinCECGTorso,Conservative,max_time_hours_10,10,1.0000,1.0000,0.0931,False
GRU,CinCECGTorso,Conservative,max_time_hours_24,24,1.0000,1.0000,0.0388,False
GRU,CinCECGTorso,Conservative,max_time_hours_72,72,1.0000,1.0000,0.0129,False
GRU,CinCECGTorso,VeryAggressive,max_epochs_1000,1000,0.0000,1.0000,1.0000,True
GRU,CinCECGTorso,VeryAggressive,max_epochs_2000,2000,0.0000,1.0000,1.0000,True
GRU,CinCECGTorso,VeryAggressive,max_epochs_5000,5000,1.0000,1.0000,1.0000,True
GRU,CinCECGTorso,VeryAggressive,max_time_hours_10,10,1.0000,1.0000,0.0409,False
GRU,CinCECGTorso,VeryAggressive,max_time_hours_24,24,1.0000,1.0000,0.0170,False
GRU,CinCECGTorso,VeryAggressive,max_time_hours_72,72,1.0000,1.0000,0.0057,False
GRU,CinCECGTorso,Standard,max_epochs_1000,1000,1.0000,1.0000,1.0000,True
GRU,CinCECGTorso,Standard,max_epochs_2000,2000,1.0000,1.0000,1.0000,True
GRU,CinCECGTorso,Standard,max_epochs_5000,5000,1.0000,1.0000,0.6840,False
GRU,CinCECGTorso,Standard,max_time_hours_10,10,1.0000,1.0000,0.0243,False
GRU,CinCECGTorso,Standard,max_time_hours_24,24,1.0000,1.0000,0.0101,False
GRU,CinCECGTorso,Standard,max_time_hours_72,72,1.0000,1.0000,0.0034,False
GRU,CounterMovementJump,Moderate,max_epochs_1000,1000,0.8000,0.4000,1.0000,True
GRU,CounterMovementJump,Moderate,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
GRU,CounterMovementJump,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
GRU,CounterMovementJump,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0864,False
GRU,CounterMovementJump,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0360,False
GRU,CounterMovementJump,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0120,False
GRU,CounterMovementJump,Aggressive,max_epochs_1000,1000,0.6000,0.4000,1.0000,True
GRU,CounterMovementJump,Aggressive,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
GRU,CounterMovementJump,Aggressive,max_epochs_5000,5000,0.4000,0.4000,0.6200,False
GRU,CounterMovementJump,Aggressive,max_time_hours_10,10,0.4000,0.4000,0.0744,False
GRU,CounterMovementJump,Aggressive,max_time_hours_24,24,0.4000,0.4000,0.0310,False
GRU,CounterMovementJump,Aggressive,max_time_hours_72,72,0.4000,0.4000,0.0103,False
GRU,CounterMovementJump,Conservative,max_epochs_1000,1000,0.6000,0.4000,1.0000,True
GRU,CounterMovementJump,Conservative,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
GRU,CounterMovementJump,Conservative,max_epochs_5000,5000,1.0000,0.4000,1.0000,True
GRU,CounterMovementJump,Conservative,max_time_hours_10,10,0.4000,0.4000,0.3046,False
GRU,CounterMovementJump,Conservative,max_time_hours_24,24,0.4000,0.4000,0.1269,False
GRU,CounterMovementJump,Conservative,max_time_hours_72,72,0.4000,0.4000,0.0423,False
GRU,CounterMovementJump,VeryAggressive,max_epochs_1000,1000,0.2000,0.4000,1.0000,True
GRU,CounterMovementJump,VeryAggressive,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
GRU,CounterMovementJump,VeryAggressive,max_epochs_5000,5000,1.0000,0.4000,1.0000,True
GRU,CounterMovementJump,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.1335,False
GRU,CounterMovementJump,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0556,False
GRU,CounterMovementJump,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0185,False
GRU,CounterMovementJump,Standard,max_epochs_1000,1000,0.8000,0.4000,1.0000,True
GRU,CounterMovementJump,Standard,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
GRU,CounterMovementJump,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6840,False
GRU,CounterMovementJump,Standard,max_time_hours_10,10,0.4000,0.4000,0.0804,False
GRU,CounterMovementJump,Standard,max_time_hours_24,24,0.4000,0.4000,0.0335,False
GRU,CounterMovementJump,Standard,max_time_hours_72,72,0.4000,0.4000,0.0112,False
GRU,DucksAndGeese,Moderate,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
GRU,DucksAndGeese,Moderate,max_epochs_2000,2000,0.4000,0.2000,1.0000,True
GRU,DucksAndGeese,Moderate,max_epochs_5000,5000,0.2000,0.2000,0.7200,False
GRU,DucksAndGeese,Moderate,max_time_hours_10,10,0.2000,0.2000,0.0105,False
GRU,DucksAndGeese,Moderate,max_time_hours_24,24,0.2000,0.2000,0.0044,False
GRU,DucksAndGeese,Moderate,max_time_hours_72,72,0.2000,0.2000,0.0015,False
GRU,DucksAndGeese,Aggressive,max_epochs_1000,1000,0.2000,0.2000,1.0000,True
GRU,DucksAndGeese,Aggressive,max_epochs_2000,2000,0.2000,0.2000,1.0000,True
GRU,DucksAndGeese,Aggressive,max_epochs_5000,5000,0.2000,0.2000,0.6200,False
GRU,DucksAndGeese,Aggressive,max_time_hours_10,10,0.2000,0.2000,0.0090,False
GRU,DucksAndGeese,Aggressive,max_time_hours_24,24,0.2000,0.2000,0.0038,False
GRU,DucksAndGeese,Aggressive,max_time_hours_72,72,0.2000,0.2000,0.0013,False
GRU,DucksAndGeese,Conservative,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
GRU,DucksAndGeese,Conservative,max_epochs_2000,2000,1.0000,0.2000,1.0000,True
GRU,DucksAndGeese,Conservative,max_epochs_5000,5000,1.0000,0.2000,1.0000,True
GRU,DucksAndGeese,Conservative,max_time_hours_10,10,0.2000,0.2000,0.0368,False
GRU,DucksAndGeese,Conservative,max_time_hours_24,24,0.2000,0.2000,0.0153,False
GRU,DucksAndGeese,Conservative,max_time_hours_72,72,0.2000,0.2000,0.0051,False
GRU,DucksAndGeese,VeryAggressive,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
GRU,DucksAndGeese,VeryAggressive,max_epochs_2000,2000,0.2000,0.2000,1.0000,True
GRU,DucksAndGeese,VeryAggressive,max_epochs_5000,5000,0.4000,0.2000,1.0000,True
GRU,DucksAndGeese,VeryAggressive,max_time_hours_10,10,0.2000,0.2000,0.0162,False
GRU,DucksAndGeese,VeryAggressive,max_time_hours_24,24,0.2000,0.2000,0.0067,False
GRU,DucksAndGeese,VeryAggressive,max_time_hours_72,72,0.2000,0.2000,0.0022,False
GRU,DucksAndGeese,Standard,max_epochs_1000,1000,0.8000,0.4000,1.0000,True
GRU,DucksAndGeese,Standard,max_epochs_2000,2000,0.8000,0.4000,1.0000,True
GRU,DucksAndGeese,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6840,False
GRU,DucksAndGeese,Standard,max_time_hours_10,10,0.4000,0.4000,0.0097,False
GRU,DucksAndGeese,Standard,max_time_hours_24,24,0.4000,0.4000,0.0040,False
GRU,DucksAndGeese,Standard,max_time_hours_72,72,0.4000,0.4000,0.0013,False
GRU,EigenWorms,Moderate,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
GRU,EigenWorms,Moderate,max_epochs_2000,2000,0.0000,0.4000,1.0000,True
GRU,EigenWorms,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
GRU,EigenWorms,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0285,False
GRU,EigenWorms,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0119,False
GRU,EigenWorms,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0040,False
GRU,EigenWorms,Aggressive,max_epochs_1000,1000,0.0000,0.4000,1.0000,True
GRU,EigenWorms,Aggressive,max_epochs_2000,2000,0.0000,0.4000,1.0000,True
GRU,EigenWorms,Aggressive,max_epochs_5000,5000,0.4000,0.4000,0.6200,False
GRU,EigenWorms,Aggressive,max_time_hours_10,10,0.4000,0.4000,0.0245,False
GRU,EigenWorms,Aggressive,max_time_hours_24,24,0.4000,0.4000,0.0102,False
GRU,EigenWorms,Aggressive,max_time_hours_72,72,0.4000,0.4000,0.0034,False
GRU,EigenWorms,Conservative,max_epochs_1000,1000,1.0000,0.8000,1.0000,True
GRU,EigenWorms,Conservative,max_epochs_2000,2000,1.0000,0.8000,1.0000,True
GRU,EigenWorms,Conservative,max_epochs_5000,5000,1.0000,0.8000,1.0000,True
GRU,EigenWorms,Conservative,max_time_hours_10,10,0.8000,0.8000,0.1001,False
GRU,EigenWorms,Conservative,max_time_hours_24,24,0.8000,0.8000,0.0417,False
GRU,EigenWorms,Conservative,max_time_hours_72,72,0.8000,0.8000,0.0139,False
GRU,EigenWorms,VeryAggressive,max_epochs_1000,1000,0.0000,0.8000,1.0000,True
GRU,EigenWorms,VeryAggressive,max_epochs_2000,2000,0.0000,0.8000,1.0000,True
GRU,EigenWorms,VeryAggressive,max_epochs_5000,5000,0.6000,0.8000,1.0000,True
GRU,EigenWorms,VeryAggressive,max_time_hours_10,10,0.8000,0.8000,0.0440,False
GRU,EigenWorms,VeryAggressive,max_time_hours_24,24,0.8000,0.8000,0.0183,False
GRU,EigenWorms,VeryAggressive,max_time_hours_72,72,0.8000,0.8000,0.0061,False
GRU,EigenWorms,Standard,max_epochs_1000,1000,0.2000,1.0000,1.0000,True
GRU,EigenWorms,Standard,max_epochs_2000,2000,0.6000,1.0000,1.0000,True
GRU,EigenWorms,Standard,max_epochs_5000,5000,1.0000,1.0000,0.6840,False
GRU,EigenWorms,Standard,max_time_hours_10,10,1.0000,1.0000,0.0265,False
GRU,EigenWorms,Standard,max_time_hours_24,24,1.0000,1.0000,0.0110,False
GRU,EigenWorms,Standard,max_time_hours_72,72,1.0000,1.0000,0.0037,False
GRU,FaultDetectionB,Moderate,max_epochs_1000,1000,0.8000,0.6000,1.0000,True
GRU,FaultDetectionB,Moderate,max_epochs_2000,2000,0.6000,0.6000,1.0000,True
GRU,FaultDetectionB,Moderate,max_epochs_5000,5000,0.6000,0.6000,0.7200,False
GRU,FaultDetectionB,Moderate,max_time_hours_10,10,0.6000,0.6000,0.0114,False
GRU,FaultDetectionB,Moderate,max_time_hours_24,24,0.6000,0.6000,0.0048,False
GRU,FaultDetectionB,Moderate,max_time_hours_72,72,0.6000,0.6000,0.0016,False
GRU,FaultDetectionB,Aggressive,max_epochs_1000,1000,0.4000,0.6000,1.0000,True
GRU,FaultDetectionB,Aggressive,max_epochs_2000,2000,0.8000,0.6000,1.0000,True
GRU,FaultDetectionB,Aggressive,max_epochs_5000,5000,0.6000,0.6000,0.6200,False
GRU,FaultDetectionB,Aggressive,max_time_hours_10,10,0.6000,0.6000,0.0098,False
GRU,FaultDetectionB,Aggressive,max_time_hours_24,24,0.6000,0.6000,0.0041,False
GRU,FaultDetectionB,Aggressive,max_time_hours_72,72,0.6000,0.6000,0.0014,False
GRU,FaultDetectionB,Conservative,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
GRU,FaultDetectionB,Conservative,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
GRU,FaultDetectionB,Conservative,max_epochs_5000,5000,1.0000,0.4000,1.0000,True
GRU,FaultDetectionB,Conservative,max_time_hours_10,10,0.4000,0.4000,0.0403,False
GRU,FaultDetectionB,Conservative,max_time_hours_24,24,0.4000,0.4000,0.0168,False
GRU,FaultDetectionB,Conservative,max_time_hours_72,72,0.4000,0.4000,0.0056,False
GRU,FaultDetectionB,VeryAggressive,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
GRU,FaultDetectionB,VeryAggressive,max_epochs_2000,2000,0.8000,0.4000,1.0000,True
GRU,FaultDetectionB,VeryAggressive,max_epochs_5000,5000,0.4000,0.4000,1.0000,True
GRU,FaultDetectionB,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0177,False
GRU,FaultDetectionB,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0074,False
GRU,FaultDetectionB,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0025,False
GRU,FaultDetectionB,Standard,max_epochs_1000,1000,0.8000,0.6000,1.0000,True
GRU,FaultDetectionB,Standard,max_epochs_2000,2000,0.8000,0.6000,1.0000,True
GRU,FaultDetectionB,Standard,max_epochs_5000,5000,0.6000,0.6000,0.6840,False
GRU,FaultDetectionB,Standard,max_time_hours_10,10,0.6000,0.6000,0.0107,False
GRU,FaultDetectionB,Standard,max_time_hours_24,24,0.6000,0.6000,0.0045,False
GRU,FaultDetectionB,Standard,max_time_hours_72,72,0.6000,0.6000,0.0015,False
GRU,FiftyWords,Moderate,max_epochs_1000,1000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,Moderate,max_epochs_2000,2000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,Moderate,max_epochs_5000,5000,0.8000,0.8000,0.7200,False
GRU,FiftyWords,Moderate,max_time_hours_10,10,0.8000,0.8000,0.0189,False
GRU,FiftyWords,Moderate,max_time_hours_24,24,0.8000,0.8000,0.0079,False
GRU,FiftyWords,Moderate,max_time_hours_72,72,0.8000,0.8000,0.0026,False
GRU,FiftyWords,Aggressive,max_epochs_1000,1000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,Aggressive,max_epochs_2000,2000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,Aggressive,max_epochs_5000,5000,0.8000,0.8000,0.6200,False
GRU,FiftyWords,Aggressive,max_time_hours_10,10,0.8000,0.8000,0.0161,False
GRU,FiftyWords,Aggressive,max_time_hours_24,24,0.8000,0.8000,0.0067,False
GRU,FiftyWords,Aggressive,max_time_hours_72,72,0.8000,0.8000,0.0022,False
GRU,FiftyWords,Conservative,max_epochs_1000,1000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,Conservative,max_epochs_2000,2000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,Conservative,max_epochs_5000,5000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,Conservative,max_time_hours_10,10,0.8000,0.8000,0.0650,False
GRU,FiftyWords,Conservative,max_time_hours_24,24,0.8000,0.8000,0.0271,False
GRU,FiftyWords,Conservative,max_time_hours_72,72,0.8000,0.8000,0.0090,False
GRU,FiftyWords,VeryAggressive,max_epochs_1000,1000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,VeryAggressive,max_epochs_2000,2000,0.8000,0.8000,1.0000,True
GRU,FiftyWords,VeryAggressive,max_epochs_5000,5000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,VeryAggressive,max_time_hours_10,10,0.8000,0.8000,0.0286,False
GRU,FiftyWords,VeryAggressive,max_time_hours_24,24,0.8000,0.8000,0.0119,False
GRU,FiftyWords,VeryAggressive,max_time_hours_72,72,0.8000,0.8000,0.0040,False
GRU,FiftyWords,Standard,max_epochs_1000,1000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,Standard,max_epochs_2000,2000,1.0000,0.8000,1.0000,True
GRU,FiftyWords,Standard,max_epochs_5000,5000,0.8000,0.8000,0.6840,False
GRU,FiftyWords,Standard,max_time_hours_10,10,0.8000,0.8000,0.0180,False
GRU,FiftyWords,Standard,max_time_hours_24,24,0.8000,0.8000,0.0075,False
GRU,FiftyWords,Standard,max_time_hours_72,72,0.8000,0.8000,0.0025,False
GRU,HouseTwenty,Moderate,max_epochs_1000,1000,0.6000,0.4000,1.0000,True
GRU,HouseTwenty,Moderate,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
GRU,HouseTwenty,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
GRU,HouseTwenty,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0067,False
GRU,HouseTwenty,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0028,False
GRU,HouseTwenty,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0009,False
GRU,HouseTwenty,Aggressive,max_epochs_1000,1000,0.0000,0.4000,1.0000,True
GRU,HouseTwenty,Aggressive,max_epochs_2000,2000,0.0000,0.4000,1.0000,True
GRU,HouseTwenty,Aggressive,max_epochs_5000,5000,0.4000,0.4000,0.6200,False
GRU,HouseTwenty,Aggressive,max_time_hours_10,10,0.4000,0.4000,0.0058,False
GRU,HouseTwenty,Aggressive,max_time_hours_24,24,0.4000,0.4000,0.0024,False
GRU,HouseTwenty,Aggressive,max_time_hours_72,72,0.4000,0.4000,0.0008,False
GRU,HouseTwenty,Conservative,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
GRU,HouseTwenty,Conservative,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
GRU,HouseTwenty,Conservative,max_epochs_5000,5000,1.0000,0.4000,1.0000,True
GRU,HouseTwenty,Conservative,max_time_hours_10,10,0.4000,0.4000,0.0236,False
GRU,HouseTwenty,Conservative,max_time_hours_24,24,0.4000,0.4000,0.0098,False
GRU,HouseTwenty,Conservative,max_time_hours_72,72,0.4000,0.4000,0.0033,False
GRU,HouseTwenty,VeryAggressive,max_epochs_1000,1000,0.0000,0.4000,1.0000,True
GRU,HouseTwenty,VeryAggressive,max_epochs_2000,2000,0.0000,0.4000,1.0000,True
GRU,HouseTwenty,VeryAggressive,max_epochs_5000,5000,0.2000,0.4000,1.0000,True
GRU,HouseTwenty,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0104,False
GRU,HouseTwenty,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0043,False
GRU,HouseTwenty,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0014,False
GRU,HouseTwenty,Standard,max_epochs_1000,1000,0.2000,0.0000,1.0000,True
GRU,HouseTwenty,Standard,max_epochs_2000,2000,1.0000,0.0000,1.0000,True
GRU,HouseTwenty,Standard,max_epochs_5000,5000,0.0000,0.0000,0.6840,False
GRU,HouseTwenty,Standard,max_time_hours_10,10,0.0000,0.0000,0.0063,False
GRU,HouseTwenty,Standard,max_time_hours_24,24,0.0000,0.0000,0.0026,False
GRU,HouseTwenty,Standard,max_time_hours_72,72,0.0000,0.0000,0.0009,False
GRU,KeplerLightCurves,Moderate,max_epochs_1000,1000,0.2000,0.2000,1.0000,True
GRU,KeplerLightCurves,Moderate,max_epochs_2000,2000,0.0000,0.2000,1.0000,True
GRU,KeplerLightCurves,Moderate,max_epochs_5000,5000,0.2000,0.2000,0.7200,False
GRU,KeplerLightCurves,Moderate,max_time_hours_10,10,0.2000,0.2000,0.0925,False
GRU,KeplerLightCurves,Moderate,max_time_hours_24,24,0.2000,0.2000,0.0385,False
GRU,KeplerLightCurves,Moderate,max_time_hours_72,72,0.2000,0.2000,0.0128,False
GRU,KeplerLightCurves,Aggressive,max_epochs_1000,1000,0.0000,0.8000,1.0000,True
GRU,KeplerLightCurves,Aggressive,max_epochs_2000,2000,0.6000,0.8000,1.0000,True
GRU,KeplerLightCurves,Aggressive,max_epochs_5000,5000,0.8000,0.8000,0.6200,False
GRU,KeplerLightCurves,Aggressive,max_time_hours_10,10,0.8000,0.8000,0.0803,False
