bidirectional,dropout_rate,hidden_units,learning_rate,num_layers,output_activation,dataset,group_id,repeat_idx,val_acc_1,val_acc_std_1,val_acc_2,val_acc_std_2,val_acc_3,val_acc_std_3,val_acc_4,val_acc_std_4,val_acc_5,val_acc_std_5,val_acc_6,val_acc_std_6,val_acc_7,val_acc_std_7,val_acc_8,val_acc_std_8,val_acc_9,val_acc_std_9,val_acc_10,val_acc_std_10,val_acc_11,val_acc_std_11,val_acc_12,val_acc_std_12,val_acc_13,val_acc_std_13,val_acc_14,val_acc_std_14,val_acc_15,val_acc_std_15,val_acc_16,val_acc_std_16,val_acc_17,val_acc_std_17,val_acc_18,val_acc_std_18,val_acc_19,val_acc_std_19,val_acc_20,val_acc_std_20
True,0.236473043168,33,0.0005981827008,1,linear,AbnormalHeartbeat,b06b2c486f802556e14fdd90be5e40e3,0,0.4911280524730682,0.03859503085679254,0.7273170828819275,0.009816884067330662,0.7302439188957214,0.0027809140644251993,0.7282926988601685,0.0032722941461220557,0.7302439188957214,0.006811820476360573,0.7268292880058288,0.002439025044445218,0.7278048968315124,0.0061218984571710655,0.728780505657196,0.0052876763069875975,0.7287805032730102,0.0031800993586453513,0.7258536767959595,0.006121901781758653,0.7302439188957214,0.005615053573023105,0.7273170924186706,0.0031800984443505266,0.7282927012443542,0.0036989632478116514,0.7273170924186706,0.0026718180703243083,0.7287805032730102,0.004363057972959328,0.7268292856216431,0.003856438147747378,0.7273170924186706,0.004691556022564525,0.7292683100700378,0.0034493022968179483,0.728780505657196,0.003180097530057673,0.7282927012443542,0.004430706234716941
True,0.0812603424333,57,0.0003577042202,3,sigmoid,AbnormalHeartbeat,1706b79dfece7de660de58e127b2b975,1,0.5124390292167664,0.08392142396849775,0.730731725692749,0.0021815276536772585,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0
True,0.4229350069175,101,8.38074631e-05,2,relu,AbnormalHeartbeat,40dd36261a7f99b3017d6fa2c5402ec4,2,0.49568597793579106,0.06390415469600633,0.7302439212799072,0.0021815276536772585,0.7317073345184326,0.0024390220642089844,0.7312195301055908,0.0020406322649582846,0.7297561168670654,0.004007722208460223,0.7292683100700378,0.002987184631050522,0.728780505657196,0.004363058306157576,0.7282927012443542,0.002780917201026141,0.7278048944473265,0.004081269516801095,0.7278048968315124,0.0036989608896845797,0.7273170924186706,0.0026718153497588847,0.7287805080413818,0.0020406322649582846,0.7292683124542236,0.0024390220642089844,0.7287805080413818,0.004691552613995024,0.7287805080413818,0.004363055307354517,0.7297561168670654,0.003180095701466708,0.7287805080413818,0.004007722208460223,0.7292683124542236,0.0034492980821315676,0.7302439212799072,0.004081264529916569,0.7297561168670654,0.0036176543485159224
True,0.1435248823406,55,3.61900509e-05,3,gelu,AbnormalHeartbeat,2d8f53fa97583cefbbc1d38500f85262,3,0.4987042701244354,0.03494891197687842,0.7302439188957214,0.0021815323184800803,0.7302439188957214,0.0021815323184800803,0.7302439188957214,0.0021815323184800803,0.730731725692749,0.0013359074028200745,0.730731725692749,0.0013359074028200745,0.730731725692749,0.0013359074028200745,0.7297561168670654,0.0010907638268386293,0.7297561168670654,0.0010907638268386293,0.7297561168670654,0.0010907638268386293,0.7302439212799072,0.0013359074028200745,0.7297561168670654,0.0010907638268386293,0.7297561168670654,0.0020406322649582846,0.7297561168670654,0.0020406322649582846,0.7292683124542236,0.0017246490410657838,0.7297561168670654,0.0020406322649582846,0.7297561168670654,0.0020406322649582846,0.7302439212799072,0.0013359074028200745,0.7297561168670654,0.0020406322649582846,0.7297561168670654,0.0020406322649582846
True,0.2195517300243,109,0.0001053264129,1,relu,AbnormalHeartbeat,2daf754b6437cf4126b42460047e046a,4,0.5103353679180145,0.05674013068884054,0.7282927012443542,0.0021815296528834116,0.7302439212799072,0.002780913018885656,0.7282927012443542,0.00801544677474692,0.7307317209243774,0.005057666961227739,0.731219527721405,0.006313255303294713,0.7317073321342468,0.005720016305813949,0.7341463541984558,0.006679540278782537,0.7360975718498229,0.007596291814975577,0.733658549785614,0.01011533176665617,0.7356097674369811,0.007026757105845852,0.7341463541984558,0.006898599325278097,0.7365853762626647,0.007903337537077173,0.7375609850883483,0.008726113446910988,0.7356097674369811,0.00369895931759903,0.7365853762626647,0.008089323738102103,0.7370731806755065,0.007978251582944051,0.7385365939140319,0.005561828390226286,0.7385365939140319,0.004363058306157576,0.7390243983268737,0.005173949932989225
False,0.0115676310388,66,0.0003375605375,3,sigmoid,AbnormalHeartbeat,f1ba19643f632addaaff6025fd185e2c,5,0.4976829326152801,0.07884041101394605,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0
False,0.2754890893473,36,0.0009511445804,1,sigmoid,AbnormalHeartbeat,da7c20510f08388cd36f876e6e2ac2fe,6,0.549496957063675,0.11614818073865853,0.7317073345184326,0.0034492980821315676,0.7312195301055908,0.0010907638268386293,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7317073345184326,0.0,0.7312195301055908,0.0010907638268386293,0.7321951389312744,0.0010907638268386293,0.7312195301055908,0.0010907638268386293,0.7317073345184326,0.0,0.7312195301055908,0.0010907638268386293,0.7312195301055908,0.0010907638268386293,0.730731725692749,0.0021815276536772585,0.7302439212799072,0.0021815276536772585,0.7302439212799072,0.0021815276536772585,0.7302439212799072,0.0021815276536772585
False,0.3720208567669,65,7.08322238e-05,3,gelu,AbnormalHeartbeat,cde9d2c131e2e9a00064748f19e2a3c7,7,0.49073170661926274,0.03006888994774482,0.7302439212799072,0.0013359074028200745,0.7302439212799072,0.0013359074028200745,0.7302439212799072,0.0013359074028200745,0.7302439212799072,0.0013359074028200745,0.7302439212799072,0.0013359074028200745,0.7302439212799072,0.0013359074028200745,0.7302439212799072,0.0013359074028200745,0.7302439212799072,0.0013359074028200745,0.7297561168670654,0.0010907638268386293,0.7297561168670654,0.0010907638268386293,0.7297561168670654,0.0010907638268386293,0.7302439212799072,0.0013359074028200745,0.7297561168670654,0.0010907638268386293,0.7292683124542236,0.0017246490410657838,0.7292683124542236,0.0017246490410657838,0.7292683124542236,0.0017246490410657838,0.7297561168670654,0.0010907638268386293,0.7292683124542236,0.0017246490410657838,0.7292683124542236,0.0017246490410657838
False,0.2768772823227,35,1.45105635e-05,3,relu,AbnormalHeartbeat,72e91f75addd146dd9e52b300d91e96e,8,0.48768292665481566,0.0819415503655034,0.7258536744117736,0.004430708203393557,0.7278048968315124,0.0021815289864837353,0.7278048992156982,0.0021815276536772585,0.7273170948028564,0.003180095701466708,0.7278048992156982,0.002780913018885656,0.7278048992156982,0.002780913018885656,0.72829270362854,0.0021815276536772585,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0036176587689158973
True,0.409599375992,105,0.0002736573589,2,tanh,AbnormalHeartbeat,d52cd7d6931bfe1fc43636ca77530c3d,9,0.47644816756248465,0.03634895476085305,0.6936585533618926,0.047782478637833345,0.7312195301055908,0.002671814805640149,0.731219527721405,0.0036176579652079273,0.731219527721405,0.0031800952443243884,0.7321951389312744,0.004363055307354517,0.7273170900344849,0.003180098901499089,0.731219527721405,0.004363058306157576,0.7307317209243773,0.004430708859618368,0.7292683100700378,0.004878045618536768,0.7312195301055908,0.004007722208460223,0.730731725692749,0.004754529292459283,0.728780505657196,0.002671819702662233,0.7302439212799072,0.004081264529916569,0.72829270362854,0.0021815276536772585,0.7273170924186706,0.0036176587689158973,0.7273170924186706,0.0040077243849170685,0.7287805080413818,0.0020406322649582846,0.7282926988601683,0.004754532655881701,0.7278048968315124,0.00505766437427521
