bidirectional,dropout_rate,hidden_units,learning_rate,num_layers,output_activation,dataset,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,val_acc_7,val_acc_8,val_acc_9,val_acc_10,val_acc_11,val_acc_12,val_acc_13,val_acc_14,val_acc_15,val_acc_16,val_acc_17,val_acc_18,val_acc_19,val_acc_20
True,0.236473043168,33,0.0005981827008,1,linear,ChlorineConcentration,0.328125,0.4284820747375488,0.4971469736099242,0.5228770637512208,0.5150541138648987,0.5046427655220032,0.502304539680481,0.515737303495407,0.5074428606033325,0.5032475233078003,0.5084820735454559,0.5152754354476928,0.5211835443973543,0.5279672813415528,0.5299591028690338,0.5294202530384065,0.5327399528026581,0.5340966987609864,0.5322011053562165,0.5353860902786254
True,0.0812603424333,57,0.0003577042202,3,sigmoid,ChlorineConcentration,0.354375,0.5030839425325393,0.5334904789924622,0.5355111646652222,0.5336733019351959,0.5336444401741028,0.5355111670494079,0.5370026254653931,0.5378590202331544,0.5382824063301086,0.5386576676368714,0.5386384296417236,0.5381573104858399,0.5380225992202758,0.5386288130283355,0.5391099274158477,0.5398893320560456,0.541294196844101,0.5412749516963958,0.540091404914856
True,0.4229350069175,101,8.38074631e-05,2,relu,ChlorineConcentration,0.3315625,0.4290594202280043,0.4939812296628952,0.5268222212791442,0.5321144998073578,0.5314216923713684,0.5322780787944794,0.5315275347232818,0.534029335975647,0.5329516434669495,0.5335674715042115,0.536030787229538,0.5375992321968078,0.5390618228912354,0.5397450065612793,0.540880446434021,0.541842668056488,0.5426605677604676,0.5428722524642944,0.5418811559677124
True,0.1435248823406,55,3.61900509e-05,3,gelu,ChlorineConcentration,0.3465625,0.388626412153244,0.4198989617824554,0.4555977809429168,0.4825595307350158,0.5039210879802705,0.5214529597759247,0.5279768943786621,0.5317103552818299,0.5337984037399293,0.5330286169052124,0.5335963332653046,0.5348857247829437,0.5358190882205963,0.5355785262584687,0.5361173868179321,0.5363483226299286,0.5369352841377257,0.536713969707489,0.5371181058883667
True,0.2195517300243,109,0.0001053264129,1,relu,ChlorineConcentration,0.3546875,0.4132018262147903,0.4805388480424881,0.5082607591152191,0.5158816349506379,0.5238296818733216,0.526591284275055,0.5293528890609742,0.5337502968311311,0.5350108242034912,0.5363483262062074,0.5350108218193055,0.5365119004249573,0.5384556126594543,0.5383208990097047,0.5371662187576295,0.5363098359107972,0.536146252155304,0.5358383440971375,0.5357517421245575
False,0.0115676310388,66,0.0003375605375,3,sigmoid,ChlorineConcentration,0.366875,0.4772576254606247,0.5254173517227173,0.5311522495746612,0.5351166498661042,0.5375126123428344,0.5369930052757262,0.536781313419342,0.5363964247703552,0.5367716956138611,0.5365503811836243,0.5367332088947295,0.5367235827445984,0.5367332029342651,0.5372624373435976,0.5382150435447692,0.5377916622161865,0.5376569509506226,0.5380033564567566,0.5386384272575379
False,0.2754890893473,36,0.0009511445804,1,sigmoid,ChlorineConcentration,0.31875,0.3815924888849258,0.4370844256877899,0.4822997212409973,0.511859495639801,0.5183834254741668,0.5239451313018799,0.5299879503250122,0.5338080108165741,0.5359153008460998,0.5367139530181884,0.5367428207397461,0.5367524433135986,0.5366754651069641,0.5364060401916504,0.536415662765503,0.536415662765503,0.536434907913208,0.5365118885040283,0.5364637756347657
False,0.3720208567669,65,7.08322238e-05,3,gelu,ChlorineConcentration,0.32625,0.3924464762210845,0.474274708032608,0.4977146852016448,0.5099831509590149,0.5166417980194092,0.5269376826286315,0.535135897397995,0.5356939959526063,0.5361173784732819,0.5365503811836243,0.5371084773540497,0.5379456210136413,0.5390906763076782,0.5395621705055238,0.5377820396423341,0.536800560951233,0.5369833827018737,0.5370699834823609,0.5373394107818603
False,0.2768772823227,35,1.45105635e-05,3,relu,ChlorineConcentration,0.3365625,0.3289776253700256,0.3353476089239121,0.3422756785154342,0.3490690398216247,0.3555063736438751,0.3607409185171127,0.3645321100950241,0.3687659364938736,0.3732980525493621,0.3787539088726043,0.3856819820404052,0.3957950437068939,0.4038008171319961,0.409150829911232,0.4146932876110076,0.4214289152622222,0.4291460186243057,0.4391147458553314,0.4457252830266952
True,0.409599375992,105,0.0002736573589,2,tanh,ChlorineConcentration,0.32125,0.5260620498657227,0.5139956665039063,0.4971950948238373,0.5078373777866364,0.5186240053176879,0.522877070903778,0.5340197229385376,0.5329997503757478,0.5404185605049133,0.5411979794502259,0.5394659566879272,0.5361173868179322,0.5321145069599151,0.5301034414768219,0.5334423828125001,0.5376954519748687,0.5414674031734468,0.538417123556137,0.5381092119216918
True,0.0968034318199,118,0.0001536644566,3,relu,ChlorineConcentration,0.349375,0.5167283976078034,0.4969930183887481,0.5123887383937836,0.5078085124492645,0.5203752648830413,0.5302958858013153,0.5324897718429564,0.5358768343925476,0.5323165714740753,0.5360788989067078,0.5338561570644378,0.5361847460269928,0.5352898752689362,0.5344912230968475,0.5367813301086425,0.5410344028472901,0.5433148932456969,0.5401202797889709,0.5412460827827453
True,0.2965258543734,126,0.0004310952142,2,linear,ChlorineConcentration,0.3465625,0.439846042394638,0.4249795472621917,0.4583401465415955,0.4747269570827484,0.4794803917407989,0.4952032685279846,0.5136492598056793,0.4848304057121277,0.4847149336338043,0.5135530388355255,0.5115708434581757,0.5256482970714569,0.5184219348430633,0.5247149324417114,0.5258792388439179,0.5278518080711365,0.5298628807067871,0.5216839039325715,0.5466827046871185
