Dataset,1,5,10,15,20,30,50,70,75,100
AbnormalHeartbeat,0.0017560887336730779,0.001951203346252406,0.0012682862281799157,0.0016585268974304013,0.0015609641075134072,0.001463408470153782,0.0006829223632812464,0.0006829223632812464,0.0007804827690124361,0.0006829223632812464
Adiac,0.043363056778907776,0.024356688499450684,0.039949045062065126,0.01987261128425597,0.015133758544921883,0.009273885965347294,0.006012739300727843,0.00652229344844818,0.006318471908569334,0.006318471908569334
ArrowHead,0.012837202072143516,0.006325579643249491,0.0033488316535949638,0.008372087001800522,0.005023253440856923,0.0039069743156432855,0.0018604602813720784,0.002418599605560301,0.004093016624450674,0.002418599605560301
Beef,0.03000000458955763,0.008666666328907002,0.010666666209697718,0.010666666209697718,0.010666668534278856,0.008666668653488151,0.019333334147930138,0.012666668951511372,0.013333334922790518,0.012000003397464742
BeetleFly,0.01499999999999999,0.020999999999999953,0.01799999999999997,0.020999999999999974,0.012999999999999989,0.01499999999999999,0.007999999999999985,0.01499999999999999,0.0050000000000000044,0.012999999999999989
BinaryHeartbeat,0.0015609645843505326,0.0014634060859679775,0.001560966968536337,0.0015609664916991673,0.0011707277297973383,0.0015609664916991673,0.0012682886123656979,0.0012682886123656979,0.0012682886123656979,0.0008780474662780646
BirdChicken,0.05799999999999994,0.03799999999999999,0.039999999999999945,0.011999999999999966,0.019999999999999952,0.01899999999999995,0.022999999999999955,0.013999999999999967,0.026999999999999934,0.01899999999999995
CBF,4.3010711669921876e-05,4.3010711669921876e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,0.05566666615009308,0.017000003576278688,0.0013333356380462514,0.01200000119209288,0.00900000190734862,0.0060000009536742786,0.00900000035762787,0.003000001788139328,0.004333335995674137,0.0013333351612091037
CatsDogs,0.03236364293098448,0.010303038120269736,0.00860607028007505,0.0018181827068328715,0.004606062412261936,0.00545454931259155,0.008848490476608272,0.003878793478012077,0.005575762033462528,0.006545458316802977
ChlorineConcentration,0.0028616771697998144,0.0022285282611847145,0.0019841177463531647,0.002646137237548851,0.0022381484508514405,0.0014914579391479554,0.0012451288700104034,0.0008737044334411915,0.0014164054393768666,0.0010700011253357289
CinCECGTorso,0.02394098472595214,0.00028852510452270774,0.005685245037078857,0.007081965446472172,0.0005770502090454155,0.0005770502090454155,0.0005770502090454155,0.0005770502090454155,0.0005770502090454155,0.0005770502090454155
CounterMovementJump,0.052238094806671145,0.02923809337615966,0.013095237970352159,0.017523808479309077,0.024333331346511833,0.02504761695861816,0.006761904478073111,0.0008571419715881268,0.005999999284744262,0.006428570270538325
DucksAndGeese,0.02319999936223031,0.02039999940991403,0.019199999123811734,0.009599999189376835,0.009599998652935033,0.010399998724460607,0.00879999911785126,0.00879999911785126,0.01039999878406525,0.01039999854564667
EigenWorms,0.013538456439971957,0.009230762958526605,0.007692301273345947,0.005230765342712407,0.006461533546447784,0.005538454532623316,0.004923070907592808,0.0023076877593994237,0.0019999966621399245,0.005999993801116976
FaultDetectionB,0.08800000500679014,0.009696971654891983,0.029575762271881124,0.011151516914367688,0.013090909481048584,0.00727272963523864,0.012848485708236712,0.005818183422088641,0.008727274417877195,0.0029090917110443206
FiftyWords,0.011668506622314423,0.004331490039825425,0.003668508052825903,0.003668508052825903,0.000618783950805657,0.0009281759262084854,0.000618783950805657,0.0003093919754028285,0.0018121542930602974,0.001767956256866432
HouseTwenty,0.042750000000000024,0.017000000000000036,0.017750000000000023,0.016000000000000035,0.02350000000000001,0.014750000000000063,0.007000000000000029,0.004750000000000009,0.00900000000000003,0.009250000000000026
KeplerLightCurves,0.0007087249755859393,0.0008859062194824241,0.0007087249755859393,0.0008859062194824241,0.0008859062194824241,0.0007087249755859393,0.0006335570812225355,0.0007033557891845676,0.0007033557891845676,0.0007033557891845676
RightWhaleCalls,0.014754865169525178,0.0027651574611663675,0.0007074582576751531,0.003546118974685664,0.0028353536128997714,0.0031547210216522183,0.0039095904827118,0.003747149705886832,0.00346600365638734,0.004591324806213404
classification_ozone,0.010838713169097925,0.015483874559402477,0.012645163774490365,0.01109677600860597,0.010064517259597783,0.006709678888320925,0.006451613426208503,0.006451613426208503,0.006451613426208503,0.006451613426208503
