activation,dropout_rate,hidden_units,learning_rate,num_layers,weight_decay,dataset,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,val_acc_7,val_acc_8,val_acc_9,val_acc_10,val_acc_11,val_acc_12,val_acc_13,val_acc_14,val_acc_15,val_acc_16,val_acc_17,val_acc_18,val_acc_19,val_acc_20
tanh,0.320198220028,28,3.1544737e-05,2,0.0002932147304,BeetleFly,0.49,0.5,0.4899999999999999,0.505,0.5449999999999999,0.55,0.5299999999999999,0.53,0.515,0.51,0.51,0.495,0.495,0.5,0.5,0.5050000000000001,0.51,0.5050000000000001,0.515,0.51
gelu,0.16167075014,45,0.0003057526936,4,1.4523849e-05,BeetleFly,0.49,0.5,0.505,0.52,0.52,0.52,0.54,0.53,0.53,0.545,0.525,0.535,0.5349999999999999,0.54,0.5499999999999999,0.56,0.585,0.585,0.615,0.62
relu,0.2507987717781,40,1.66121852e-05,2,1.75586399e-05,BeetleFly,0.4599999999999999,0.465,0.485,0.5,0.5,0.505,0.5,0.5,0.5199999999999999,0.52,0.5250000000000001,0.5250000000000001,0.53,0.5250000000000001,0.5250000000000001,0.53,0.53,0.54,0.54,0.54
gelu,0.2020421791006,57,3.10929832e-05,2,0.0001976964198,BeetleFly,0.545,0.5349999999999999,0.5549999999999999,0.555,0.56,0.56,0.5549999999999999,0.5650000000000001,0.56,0.58,0.59,0.595,0.605,0.61,0.5999999999999999,0.61,0.6199999999999999,0.635,0.63,0.6300000000000001
relu,0.2560233204274,49,0.0001862909474,3,0.0001527220931,BeetleFly,0.495,0.475,0.47,0.495,0.48,0.495,0.5,0.51,0.5199999999999999,0.5349999999999999,0.55,0.5599999999999999,0.575,0.5800000000000001,0.5850000000000001,0.6,0.61,0.63,0.6449999999999999,0.6449999999999999
tanh,0.1643837676331,125,0.0004076763875,3,0.003086208113,BeetleFly,0.5700000000000001,0.575,0.585,0.61,0.615,0.635,0.6599999999999999,0.6799999999999999,0.6849999999999999,0.675,0.6849999999999999,0.6899999999999998,0.6900000000000001,0.7,0.705,0.705,0.715,0.72,0.7249999999999999,0.7449999999999999
gelu,0.3917092691184,15,3.17496807e-05,4,0.0093836703851,BeetleFly,0.505,0.515,0.52,0.505,0.505,0.505,0.5,0.505,0.5,0.52,0.52,0.515,0.5199999999999999,0.51,0.5050000000000001,0.51,0.5200000000000001,0.515,0.51,0.5
gelu,0.549223755991,89,7.63191177e-05,4,0.0005728874436,BeetleFly,0.5149999999999999,0.49,0.47,0.485,0.51,0.5200000000000001,0.51,0.51,0.505,0.51,0.515,0.5199999999999999,0.5050000000000001,0.51,0.5250000000000001,0.525,0.53,0.54,0.53,0.5349999999999999
tanh,0.3547375471537,128,7.21597702e-05,1,0.0001664320144,BeetleFly,0.48,0.52,0.535,0.545,0.5700000000000001,0.59,0.595,0.61,0.615,0.615,0.615,0.6199999999999999,0.625,0.635,0.6399999999999999,0.655,0.6900000000000001,0.7,0.71,0.72
relu,0.4918242319831,101,8.52491309e-05,2,2.99594568e-05,BeetleFly,0.49,0.5200000000000001,0.505,0.495,0.535,0.5549999999999999,0.5650000000000001,0.58,0.6050000000000001,0.61,0.6050000000000001,0.6050000000000001,0.61,0.615,0.63,0.63,0.64,0.6450000000000001,0.65,0.6599999999999999
relu,0.1932364540069,100,1.16122685e-05,4,0.0004438890014,BeetleFly,0.495,0.5,0.51,0.51,0.5,0.515,0.515,0.5050000000000001,0.505,0.51,0.505,0.5149999999999999,0.5149999999999999,0.5199999999999999,0.51,0.52,0.53,0.52,0.51,0.52
tanh,0.2051406406703,21,3.57866488e-05,2,0.001086631568,BeetleFly,0.52,0.52,0.52,0.515,0.515,0.52,0.5200000000000001,0.51,0.51,0.4949999999999999,0.485,0.48,0.4899999999999999,0.475,0.48,0.475,0.475,0.47,0.475,0.475
tanh,0.174586034089,116,1.01372344e-05,4,8.1674742e-05,BeetleFly,0.495,0.525,0.4899999999999999,0.475,0.475,0.51,0.515,0.505,0.5199999999999999,0.5199999999999999,0.525,0.51,0.5199999999999999,0.525,0.515,0.515,0.525,0.53,0.5449999999999999,0.55
tanh,0.4941428183762,124,2.86835491e-05,4,0.0017030417116,BeetleFly,0.495,0.5149999999999999,0.49,0.49,0.495,0.485,0.475,0.475,0.4649999999999999,0.48,0.485,0.485,0.49,0.4950000000000001,0.49,0.49,0.5,0.4950000000000001,0.4950000000000001,0.4950000000000001
tanh,0.3451483553217,48,6.80730499e-05,3,0.0063023144769,BeetleFly,0.5349999999999999,0.54,0.53,0.5149999999999999,0.51,0.515,0.4949999999999999,0.495,0.49,0.505,0.495,0.495,0.4899999999999999,0.4899999999999999,0.4899999999999999,0.4899999999999999,0.48,0.4949999999999999,0.4899999999999999,0.4899999999999999
gelu,0.3485651553882,33,0.0001625443466,3,0.0031462114573,BeetleFly,0.5,0.505,0.5299999999999999,0.5349999999999999,0.5450000000000002,0.56,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.555,0.5450000000000002,0.5700000000000001,0.5750000000000001,0.59,0.6050000000000001,0.6249999999999999,0.63,0.62,0.635
