Model,Dataset,Config_ID,Model_Size_Parameters,Performance_Val_Accuracy_Avg,Num_Seeds_Averaged,Is_Pareto_Optimal
FCNN,DucksAndGeese,27,195980,0.6640,5,No
FCNN,DucksAndGeese,73,429665,0.8620,5,No
FCNN,DucksAndGeese,87,382280,0.8840,5,No
FCNN,DucksAndGeese,80,182093,0.7140,5,No
FCNN,DucksAndGeese,74,535305,0.8760,5,No
FCNN,DucksAndGeese,42,139221,0.8360,5,No
FCNN,DucksAndGeese,89,228830,0.8820,5,No
FCNN,DucksAndGeese,45,199365,0.8640,5,No
FCNN,DucksAndGeese,19,285062,0.8960,5,No
FCNN,DucksAndGeese,26,247210,0.8840,5,No
FCNN,DucksAndGeese,21,649630,0.8840,5,No
FCNN,DucksAndGeese,28,74930,0.2840,5,No
FCNN,DucksAndGeese,17,464318,0.6380,5,No
FCNN,DucksAndGeese,10,632453,0.8920,5,No
FCNN,DucksAndGeese,44,509550,0.8920,5,No
FCNN,DucksAndGeese,43,525005,0.8640,5,No
FCNN,DucksAndGeese,88,104270,0.8340,5,No
FCNN,DucksAndGeese,75,614573,0.8640,5,No
FCNN,DucksAndGeese,81,659933,0.6700,5,No
FCNN,DucksAndGeese,86,242069,0.8860,5,No
FCNN,DucksAndGeese,72,165434,0.8840,5,No
FCNN,EigenWorms,36,4500405,0.8831,5,No
FCNN,EigenWorms,9,2161493,0.8231,5,No
FCNN,EigenWorms,31,5863785,0.9031,5,No
FCNN,EigenWorms,7,7492083,0.7608,5,No
FCNN,EigenWorms,38,1260593,0.8685,5,No
FCNN,EigenWorms,54,9383093,0.8608,5,No
FCNN,EigenWorms,98,5670509,0.8323,5,No
FCNN,EigenWorms,53,8298221,0.8954,5,No
FCNN,EigenWorms,91,9484865,0.8846,5,No
FCNN,EigenWorms,65,7220565,0.7546,5,No
FCNN,EigenWorms,62,2520229,0.8846,5,No
FCNN,EigenWorms,96,4779333,0.6269,5,No
FCNN,EigenWorms,1,7567985,0.8969,5,No
FCNN,EigenWorms,39,1710993,0.8892,5,No
FCNN,EigenWorms,6,10996231,0.8954,5,No
FCNN,EigenWorms,30,2971457,0.9023,5,No
FCNN,EigenWorms,8,9371965,0.9015,5,No
FCNN,EigenWorms,37,7846361,0.8892,5,No
FCNN,EigenWorms,97,5682983,0.8962,5,No
FCNN,EigenWorms,63,6666295,0.8969,5,No
FCNN,EigenWorms,64,4052525,0.8985,5,No
FCNN,EigenWorms,90,5588561,0.9077,5,No
FCNN,EigenWorms,99,3244505,0.8769,5,No
FCNN,EigenWorms,52,10905977,0.8708,5,No
FCNN,EigenWorms,55,8569385,0.9008,5,No
FCNN,EigenWorms,83,4866593,0.8808,5,No
FCNN,EigenWorms,77,7560677,0.8538,5,No
FCNN,EigenWorms,48,10364495,0.8969,5,No
FCNN,EigenWorms,70,3510317,0.8423,5,No
FCNN,EigenWorms,84,4320389,0.8762,5,No
FCNN,EigenWorms,46,7830701,0.8315,5,No
FCNN,EigenWorms,79,900215,0.8577,5,No
FCNN,EigenWorms,41,1530821,0.7215,5,No
FCNN,EigenWorms,15,2161493,0.7531,5,No
FCNN,EigenWorms,12,2970269,0.8692,5,No
FCNN,EigenWorms,24,6390573,0.9031,5,No
FCNN,EigenWorms,23,11070989,0.8877,5,No
FCNN,EigenWorms,40,900085,0.7146,5,No
FCNN,EigenWorms,47,2252305,0.8608,5,No
FCNN,EigenWorms,78,6315895,0.8892,5,No
FCNN,EigenWorms,85,4237431,0.7908,5,No
FCNN,EigenWorms,71,8289481,0.8600,5,No
FCNN,EigenWorms,100,2881381,0.8815,5,No
FCNN,EigenWorms,76,7311065,0.6746,5,No
FCNN,EigenWorms,82,11357267,0.8692,5,No
FCNN,EigenWorms,49,900215,0.6823,5,No
FCNN,EigenWorms,22,4505705,0.7485,5,No
FCNN,EigenWorms,25,4680421,0.8977,5,No
FCNN,EigenWorms,13,2522833,0.8538,5,No
FCNN,EigenWorms,14,3784121,0.9038,5,No
FCNN,EigenWorms,50,6762305,0.8823,5,No
FCNN,EigenWorms,68,10274255,0.8954,5,No
FCNN,EigenWorms,57,8035281,0.8669,5,No
FCNN,EigenWorms,61,3876283,0.8985,5,No
FCNN,EigenWorms,95,5502205,0.9038,5,No
FCNN,EigenWorms,59,6570589,0.8738,5,No
FCNN,EigenWorms,92,1530141,0.8508,5,No
FCNN,EigenWorms,66,1080101,0.8015,5,No
FCNN,EigenWorms,32,8740481,0.8923,5,No
FCNN,EigenWorms,35,5494397,0.8846,5,No
FCNN,EigenWorms,3,4680421,0.8531,5,No
FCNN,EigenWorms,4,5400485,0.8462,5,No
FCNN,EigenWorms,58,10197125,0.8915,5,No
FCNN,EigenWorms,67,9090813,0.8969,5,No
FCNN,EigenWorms,93,8910797,0.8869,5,No
FCNN,EigenWorms,94,7020629,0.8385,5,No
FCNN,EigenWorms,60,3152945,0.8962,5,No
FCNN,EigenWorms,69,8659781,0.9008,5,No
FCNN,EigenWorms,56,7575293,0.8969,5,No
FCNN,EigenWorms,51,9823085,0.8892,5,No
FCNN,EigenWorms,5,6936781,0.8785,5,No
FCNN,EigenWorms,2,2432651,0.8723,5,No
FCNN,EigenWorms,34,10663783,0.8915,5,No
FCNN,EigenWorms,33,10184017,0.8492,5,No
FCNN,EigenWorms,11,2342475,0.2162,5,No
FCNN,EigenWorms,29,3420309,0.8485,5,No
FCNN,EigenWorms,16,10754511,0.9023,5,No
FCNN,EigenWorms,20,3874305,0.8662,5,No
FCNN,EigenWorms,18,900085,0.7877,5,No
FCNN,EigenWorms,27,3513593,0.8354,5,No
FCNN,EigenWorms,73,7575293,0.8592,5,No
FCNN,EigenWorms,87,6762305,0.9038,5,No
FCNN,EigenWorms,80,3244505,0.8554,5,No
FCNN,EigenWorms,74,9552407,0.8938,5,No
FCNN,EigenWorms,42,2521097,0.8492,5,No
FCNN,EigenWorms,89,4056845,0.9000,5,No
FCNN,EigenWorms,45,3602045,0.8485,5,No
FCNN,EigenWorms,19,5133881,0.8585,5,No
FCNN,EigenWorms,26,4415493,0.8954,5,No
FCNN,EigenWorms,21,11283005,0.9062,5,No
FCNN,EigenWorms,28,1350935,0.4954,5,No
FCNN,EigenWorms,17,8035281,0.8577,5,No
FCNN,EigenWorms,10,11521029,0.8631,5,No
FCNN,EigenWorms,44,9101317,0.8985,5,No
FCNN,EigenWorms,43,9031705,0.8708,5,No
FCNN,EigenWorms,88,1890677,0.8492,5,No
FCNN,EigenWorms,75,10482345,0.8692,5,No
FCNN,EigenWorms,81,11208241,0.8862,5,No
FCNN,EigenWorms,86,4325285,0.8892,5,No
FCNN,EigenWorms,72,2972645,0.8969,5,No
FCNN,FaultDetectionB,36,128303,0.9200,5,No
FCNN,FaultDetectionB,9,62883,0.8630,5,No
FCNN,FaultDetectionB,31,180053,0.8715,5,No
FCNN,FaultDetectionB,7,234395,0.6061,5,No
FCNN,FaultDetectionB,38,36403,0.8788,5,No
FCNN,FaultDetectionB,54,289123,0.7297,5,No
FCNN,FaultDetectionB,98,161661,0.8836,5,No
FCNN,FaultDetectionB,53,253555,0.8933,5,No
FCNN,FaultDetectionB,91,303453,0.9006,5,No
FCNN,FaultDetectionB,65,225203,0.6461,5,No
FCNN,FaultDetectionB,62,71851,0.9055,5,No
FCNN,FaultDetectionB,96,144905,0.5952,5,No
FCNN,FaultDetectionB,1,222855,0.9176,5,No
FCNN,FaultDetectionB,39,49593,0.8861,5,No
FCNN,FaultDetectionB,6,328305,0.9176,5,No
FCNN,FaultDetectionB,30,85869,0.9030,5,No
FCNN,FaultDetectionB,8,277995,0.8982,5,No
FCNN,FaultDetectionB,37,238905,0.8885,5,No
FCNN,FaultDetectionB,97,174135,0.8933,5,No
FCNN,FaultDetectionB,63,195585,0.9103,5,No
FCNN,FaultDetectionB,64,117633,0.9103,5,No
FCNN,FaultDetectionB,90,167155,0.9055,5,No
FCNN,FaultDetectionB,99,96591,0.8570,5,No
FCNN,FaultDetectionB,52,325493,0.8909,5,No
FCNN,FaultDetectionB,55,262393,0.8933,5,No
FCNN,FaultDetectionB,83,144723,0.8933,5,No
FCNN,FaultDetectionB,77,215547,0.9030,5,No
FCNN,FaultDetectionB,48,308663,0.9006,5,No
FCNN,FaultDetectionB,70,100077,0.8836,5,No
FCNN,FaultDetectionB,84,123171,0.9127,5,No
FCNN,FaultDetectionB,46,223245,0.8812,5,No
FCNN,FaultDetectionB,79,25793,0.9042,5,No
FCNN,FaultDetectionB,41,44305,0.6873,5,No
FCNN,FaultDetectionB,15,62883,0.8448,5,No
FCNN,FaultDetectionB,12,84681,0.9103,5,No
FCNN,FaultDetectionB,24,182189,0.9224,5,No
FCNN,FaultDetectionB,23,315621,0.9103,5,No
FCNN,FaultDetectionB,40,25663,0.8036,5,No
FCNN,FaultDetectionB,47,66253,0.9042,5,No
FCNN,FaultDetectionB,78,194953,0.8958,5,No
FCNN,FaultDetectionB,85,127655,0.7758,5,No
FCNN,FaultDetectionB,71,244815,0.8958,5,No
FCNN,FaultDetectionB,100,83235,0.8861,5,No
FCNN,FaultDetectionB,76,228261,0.5648,5,No
FCNN,FaultDetectionB,82,339573,0.9030,5,No
FCNN,FaultDetectionB,49,25793,0.7964,5,No
FCNN,FaultDetectionB,22,133603,0.6461,5,No
FCNN,FaultDetectionB,25,133435,0.9176,5,No
FCNN,FaultDetectionB,13,74455,0.8691,5,No
FCNN,FaultDetectionB,14,111555,0.8958,5,No
FCNN,FaultDetectionB,50,204153,0.9176,5,No
FCNN,FaultDetectionB,68,305865,0.8909,5,No
FCNN,FaultDetectionB,57,252941,0.7333,5,No
FCNN,FaultDetectionB,61,116275,0.8691,5,No
FCNN,FaultDetectionB,95,168241,0.8715,5,No
FCNN,FaultDetectionB,59,187321,0.8982,5,No
FCNN,FaultDetectionB,92,43625,0.8824,5,No
FCNN,FaultDetectionB,66,30795,0.8655,5,No
FCNN,FaultDetectionB,32,258605,0.9103,5,No
FCNN,FaultDetectionB,35,160433,0.9176,5,No
FCNN,FaultDetectionB,3,133435,0.9006,5,No
FCNN,FaultDetectionB,4,153963,0.8933,5,No
FCNN,FaultDetectionB,58,316177,0.8909,5,No
FCNN,FaultDetectionB,67,259169,0.9176,5,No
FCNN,FaultDetectionB,93,254037,0.9152,5,No
FCNN,FaultDetectionB,94,200151,0.8982,5,No
FCNN,FaultDetectionB,60,92473,0.9006,5,No
FCNN,FaultDetectionB,69,265347,0.8788,5,No
FCNN,FaultDetectionB,56,230163,0.8667,5,No
FCNN,FaultDetectionB,51,291905,0.8667,5,No
FCNN,FaultDetectionB,5,203745,0.8812,5,No
FCNN,FaultDetectionB,2,71715,0.9055,5,No
FCNN,FaultDetectionB,34,345625,0.9030,5,No
FCNN,FaultDetectionB,33,303069,0.8982,5,No
FCNN,FaultDetectionB,11,68981,0.3758,5,No
FCNN,FaultDetectionB,29,97511,0.8885,5,No
FCNN,FaultDetectionB,16,348911,0.8739,5,No
FCNN,FaultDetectionB,20,114297,0.8909,5,No
FCNN,FaultDetectionB,18,25663,0.8606,5,No
FCNN,FaultDetectionB,27,103353,0.7721,5,No
FCNN,FaultDetectionB,73,230163,0.8861,5,No
FCNN,FaultDetectionB,87,204153,0.9055,5,No
FCNN,FaultDetectionB,80,96591,0.8315,5,No
FCNN,FaultDetectionB,74,283553,0.8836,5,No
FCNN,FaultDetectionB,42,72719,0.8958,5,No
FCNN,FaultDetectionB,89,121953,0.8885,5,No
FCNN,FaultDetectionB,45,104363,0.8812,5,No
FCNN,FaultDetectionB,19,149685,0.8885,5,No
FCNN,FaultDetectionB,26,130833,0.8836,5,No
FCNN,FaultDetectionB,21,352753,0.8788,5,No
FCNN,FaultDetectionB,28,39303,0.5467,5,No
FCNN,FaultDetectionB,17,252941,0.7527,5,No
FCNN,FaultDetectionB,10,328451,0.8861,5,No
FCNN,FaultDetectionB,44,269673,0.9103,5,No
FCNN,FaultDetectionB,43,287503,0.8642,5,No
FCNN,FaultDetectionB,88,54393,0.9079,5,No
FCNN,FaultDetectionB,75,339071,0.8667,5,No
FCNN,FaultDetectionB,81,365431,0.7285,5,No
FCNN,FaultDetectionB,86,128067,0.8909,5,No
FCNN,FaultDetectionB,72,87057,0.8909,5,No
FCNN,FiftyWords,36,16200,0.6393,5,No
FCNN,FiftyWords,9,9098,0.3372,5,No
FCNN,FiftyWords,31,34305,0.5494,5,No
FCNN,FiftyWords,7,48273,0.2880,5,No
FCNN,FiftyWords,38,5048,0.4261,5,No
FCNN,FiftyWords,54,55898,0.3629,5,No
FCNN,FiftyWords,98,20399,0.6221,5,No
FCNN,FiftyWords,53,47246,0.5562,5,No
FCNN,FiftyWords,91,67985,0.6888,5,No
FCNN,FiftyWords,65,45810,0.2902,5,No
FCNN,FiftyWords,62,9094,0.6117,5,No
FCNN,FiftyWords,96,26073,0.3593,5,No
FCNN,FiftyWords,1,34490,0.6678,5,No
FCNN,FiftyWords,39,7023,0.6031,5,No
FCNN,FiftyWords,6,54706,0.6961,5,No
FCNN,FiftyWords,30,11897,0.6254,5,No
FCNN,FiftyWords,8,44770,0.6906,5,No
FCNN,FiftyWords,37,43811,0.6190,5,No
FCNN,FiftyWords,97,32873,0.6743,5,No
FCNN,FiftyWords,63,29650,0.6833,5,No
FCNN,FiftyWords,64,16745,0.6694,5,No
FCNN,FiftyWords,90,28136,0.6835,5,No
FCNN,FiftyWords,99,15890,0.4988,5,No
FCNN,FiftyWords,52,54137,0.6886,5,No
FCNN,FiftyWords,55,49355,0.6539,5,No
FCNN,FiftyWords,83,23648,0.6285,5,No
FCNN,FiftyWords,77,27182,0.6541,5,No
FCNN,FiftyWords,48,50765,0.6970,5,No
FCNN,FiftyWords,70,12647,0.5467,5,No
FCNN,FiftyWords,84,15554,0.6400,5,No
FCNN,FiftyWords,46,28151,0.6159,5,No
FCNN,FiftyWords,79,3410,0.4767,5,No
FCNN,FiftyWords,41,6221,0.1991,5,No
FCNN,FiftyWords,15,9098,0.3710,5,No
FCNN,FiftyWords,12,10709,0.6040,5,No
FCNN,FiftyWords,24,22983,0.6698,5,No
FCNN,FiftyWords,23,39779,0.6793,5,No
FCNN,FiftyWords,40,3280,0.3249,5,No
FCNN,FiftyWords,47,10225,0.4641,5,No
FCNN,FiftyWords,78,37990,0.5976,5,No
FCNN,FiftyWords,85,22281,0.2652,5,No
FCNN,FiftyWords,71,38506,0.6606,5,No
FCNN,FiftyWords,100,11506,0.5333,5,No
FCNN,FiftyWords,76,46625,0.3496,5,No
FCNN,FiftyWords,82,57002,0.6018,5,No
FCNN,FiftyWords,49,3410,0.2871,5,No
FCNN,FiftyWords,22,21500,0.2961,5,No
FCNN,FiftyWords,25,16846,0.6599,5,No
FCNN,FiftyWords,13,11698,0.4751,5,No
FCNN,FiftyWords,14,17396,0.6502,5,No
FCNN,FiftyWords,50,35975,0.5954,5,No
FCNN,FiftyWords,68,50210,0.6994,5,No
FCNN,FiftyWords,57,53361,0.4798,5,No
FCNN,FiftyWords,61,19873,0.6537,5,No
FCNN,FiftyWords,95,31465,0.5951,5,No
FCNN,FiftyWords,59,23629,0.6623,5,No
FCNN,FiftyWords,92,5541,0.4957,5,No
FCNN,FiftyWords,66,3926,0.4648,5,No
FCNN,FiftyWords,32,41081,0.6864,5,No
FCNN,FiftyWords,35,23657,0.6714,5,No
FCNN,FiftyWords,3,16846,0.6133,5,No
FCNN,FiftyWords,4,19430,0.5885,5,No
FCNN,FiftyWords,58,62765,0.6778,5,No
FCNN,FiftyWords,67,32673,0.6866,5,No
FCNN,FiftyWords,93,32027,0.6747,5,No
FCNN,FiftyWords,94,25244,0.5960,5,No
FCNN,FiftyWords,60,14015,0.6431,5,No
FCNN,FiftyWords,69,50066,0.5885,5,No
FCNN,FiftyWords,56,41798,0.5962,5,No
FCNN,FiftyWords,51,47465,0.7025,5,No
FCNN,FiftyWords,5,31081,0.6731,5,No
FCNN,FiftyWords,2,11201,0.5744,5,No
FCNN,FiftyWords,34,80998,0.6855,5,No
FCNN,FiftyWords,33,49657,0.6714,5,No
FCNN,FiftyWords,11,10710,0.1039,5,No
FCNN,FiftyWords,29,12324,0.5629,5,No
FCNN,FiftyWords,16,82041,0.7034,5,No
FCNN,FiftyWords,20,17895,0.5450,5,No
FCNN,FiftyWords,18,3280,0.4329,5,No
FCNN,FiftyWords,27,15923,0.3823,5,No
FCNN,FiftyWords,73,41798,0.5956,5,No
FCNN,FiftyWords,87,35975,0.6933,5,No
FCNN,FiftyWords,80,15890,0.4656,5,No
FCNN,FiftyWords,74,45842,0.6992,5,No
FCNN,FiftyWords,42,9962,0.5220,5,No
FCNN,FiftyWords,89,21065,0.6473,5,No
FCNN,FiftyWords,45,14690,0.5465,5,No
FCNN,FiftyWords,19,21881,0.6451,5,No
FCNN,FiftyWords,26,20973,0.6581,5,No
FCNN,FiftyWords,21,72425,0.7070,5,No
FCNN,FiftyWords,28,5705,0.2579,5,No
FCNN,FiftyWords,17,53361,0.5403,5,No
FCNN,FiftyWords,10,41394,0.6736,5,No
FCNN,FiftyWords,44,43177,0.6793,5,No
FCNN,FiftyWords,43,63250,0.6287,5,No
FCNN,FiftyWords,88,7337,0.5087,5,No
FCNN,FiftyWords,75,78930,0.6462,5,No
FCNN,FiftyWords,81,87346,0.5737,5,No
FCNN,FiftyWords,86,20450,0.6084,5,No
FCNN,FiftyWords,72,13085,0.5728,5,No
FCNN,HouseTwenty,36,100252,0.7613,5,No
FCNN,HouseTwenty,9,49418,0.6512,5,No
FCNN,HouseTwenty,31,143587,0.7275,5,No
FCNN,HouseTwenty,7,187831,0.6500,5,No
FCNN,HouseTwenty,38,28548,0.7375,5,No
FCNN,HouseTwenty,54,230778,0.6687,5,No
FCNN,HouseTwenty,98,126317,0.7750,5,No
FCNN,HouseTwenty,53,201942,0.7725,5,No
FCNN,HouseTwenty,91,244547,0.7575,5,No
FCNN,HouseTwenty,65,180322,0.6225,5,No
FCNN,HouseTwenty,62,56142,0.7338,5,No
FCNN,HouseTwenty,96,115171,0.6275,5,No
FCNN,HouseTwenty,1,175730,0.7700,5,No
FCNN,HouseTwenty,39,38933,0.7337,5,No
FCNN,HouseTwenty,6,259862,0.7812,5,No
FCNN,HouseTwenty,30,67355,0.7675,5,No
FCNN,HouseTwenty,8,219650,0.7737,5,No
FCNN,HouseTwenty,37,190097,0.7725,5,No
FCNN,HouseTwenty,97,138791,0.7625,5,No
FCNN,HouseTwenty,63,154070,0.7587,5,No
FCNN,HouseTwenty,64,92387,0.7650,5,No
FCNN,HouseTwenty,90,132372,0.7650,5,No
FCNN,HouseTwenty,99,76394,0.7412,5,No
FCNN,HouseTwenty,52,257611,0.7875,5,No
FCNN,HouseTwenty,55,209097,0.7675,5,No
FCNN,HouseTwenty,83,114428,0.7588,5,No
FCNN,HouseTwenty,77,168422,0.7800,5,No
FCNN,HouseTwenty,48,244147,0.7813,5,No
FCNN,HouseTwenty,70,78197,0.7625,5,No
FCNN,HouseTwenty,84,96242,0.7575,5,No
FCNN,HouseTwenty,46,174437,0.7750,5,No
FCNN,HouseTwenty,79,20182,0.7012,5,No
FCNN,HouseTwenty,41,34767,0.6388,5,No
FCNN,HouseTwenty,15,49418,0.6787,5,No
FCNN,HouseTwenty,12,66167,0.7400,5,No
FCNN,HouseTwenty,24,142357,0.7575,5,No
FCNN,HouseTwenty,23,246617,0.7738,5,No
FCNN,HouseTwenty,40,20052,0.7375,5,No
FCNN,HouseTwenty,47,52227,0.7425,5,No
FCNN,HouseTwenty,78,155682,0.7637,5,No
FCNN,HouseTwenty,85,101287,0.6412,5,No
FCNN,HouseTwenty,71,193202,0.7562,5,No
FCNN,HouseTwenty,100,65282,0.7400,5,No
FCNN,HouseTwenty,76,182819,0.5725,5,No
FCNN,HouseTwenty,82,268886,0.7787,5,No
FCNN,HouseTwenty,49,20182,0.6800,5,No
FCNN,HouseTwenty,22,105552,0.6787,5,No
FCNN,HouseTwenty,25,104262,0.7363,5,No
FCNN,HouseTwenty,13,58746,0.6738,5,No
FCNN,HouseTwenty,14,87992,0.7563,5,No
FCNN,HouseTwenty,50,162077,0.7588,5,No
FCNN,HouseTwenty,68,241910,0.7775,5,No
FCNN,HouseTwenty,57,203011,0.6350,5,No
FCNN,HouseTwenty,61,92151,0.7525,5,No
FCNN,HouseTwenty,95,134019,0.7350,5,No
FCNN,HouseTwenty,59,146367,0.7750,5,No
FCNN,HouseTwenty,92,34087,0.7312,5,No
FCNN,HouseTwenty,66,24062,0.7287,5,No
FCNN,HouseTwenty,32,204187,0.7650,5,No
FCNN,HouseTwenty,35,126211,0.7600,5,No
FCNN,HouseTwenty,3,104262,0.7838,5,No
FCNN,HouseTwenty,4,120302,0.7850,5,No
FCNN,HouseTwenty,58,252783,0.7825,5,No
FCNN,HouseTwenty,67,202507,0.7675,5,No
FCNN,HouseTwenty,93,198497,0.7675,5,No
FCNN,HouseTwenty,94,156392,0.7800,5,No
FCNN,HouseTwenty,60,72837,0.7625,5,No
FCNN,HouseTwenty,69,211490,0.7637,5,No
FCNN,HouseTwenty,56,183038,0.7488,5,No
FCNN,HouseTwenty,51,230755,0.7688,5,No
FCNN,HouseTwenty,5,160547,0.7513,5,No
FCNN,HouseTwenty,2,56567,0.7262,5,No
FCNN,HouseTwenty,34,279426,0.7562,5,No
FCNN,HouseTwenty,33,239675,0.7625,5,No
FCNN,HouseTwenty,11,54394,0.5237,5,No
FCNN,HouseTwenty,29,76192,0.7562,5,No
FCNN,HouseTwenty,16,282151,0.7775,5,No
FCNN,HouseTwenty,20,90173,0.7137,5,No
FCNN,HouseTwenty,18,20052,0.7250,5,No
FCNN,HouseTwenty,27,81473,0.6763,5,No
FCNN,HouseTwenty,73,183038,0.7400,5,No
FCNN,HouseTwenty,87,162077,0.7737,5,No
FCNN,HouseTwenty,80,76394,0.6388,5,No
FCNN,HouseTwenty,74,224086,0.7775,5,No
FCNN,HouseTwenty,42,57010,0.7438,5,No
FCNN,HouseTwenty,89,96707,0.7362,5,No
FCNN,HouseTwenty,45,81922,0.7350,5,No
FCNN,HouseTwenty,19,117707,0.7300,5,No
FCNN,HouseTwenty,26,103343,0.7562,5,No
FCNN,HouseTwenty,21,282627,0.7525,5,No
FCNN,HouseTwenty,28,30887,0.5750,5,No
FCNN,HouseTwenty,17,203011,0.7188,5,No
FCNN,HouseTwenty,10,256642,0.7975,5,No
FCNN,HouseTwenty,44,213011,0.7800,5,No
FCNN,HouseTwenty,43,231402,0.7013,5,No
FCNN,HouseTwenty,88,42611,0.7400,5,No
FCNN,HouseTwenty,75,273994,0.7087,5,No
FCNN,HouseTwenty,81,295866,0.6287,5,No
FCNN,HouseTwenty,86,101138,0.7438,5,No
FCNN,HouseTwenty,72,68543,0.7400,5,No
FCNN,KeplerLightCurves,36,238857,0.4066,5,No
FCNN,KeplerLightCurves,9,115951,0.1903,5,No
FCNN,KeplerLightCurves,31,323772,0.3873,5,No
FCNN,KeplerLightCurves,7,417912,0.2655,5,No
FCNN,KeplerLightCurves,38,67361,0.3850,5,No
FCNN,KeplerLightCurves,54,519071,0.2444,5,No
FCNN,KeplerLightCurves,98,300958,0.3939,5,No
FCNN,KeplerLightCurves,53,456971,0.3609,5,No
FCNN,KeplerLightCurves,91,535612,0.3867,5,No
FCNN,KeplerLightCurves,65,402087,0.2701,5,No
FCNN,KeplerLightCurves,62,133763,0.4066,5,No
FCNN,KeplerLightCurves,96,262092,0.2892,5,No
FCNN,KeplerLightCurves,1,408583,0.4120,5,No
FCNN,KeplerLightCurves,39,91606,0.3693,5,No
FCNN,KeplerLightCurves,6,598051,0.4075,5,No
FCNN,KeplerLightCurves,30,158836,0.4055,5,No
FCNN,KeplerLightCurves,8,507943,0.4190,5,No
FCNN,KeplerLightCurves,37,431266,0.4142,5,No
FCNN,KeplerLightCurves,97,313432,0.3860,5,No
FCNN,KeplerLightCurves,63,359203,0.3837,5,No
FCNN,KeplerLightCurves,64,217132,0.3719,5,No
FCNN,KeplerLightCurves,90,304241,0.3792,5,No
FCNN,KeplerLightCurves,99,176191,0.3559,5,No
FCNN,KeplerLightCurves,52,593028,0.3872,5,No
FCNN,KeplerLightCurves,55,472442,0.3939,5,No
FCNN,KeplerLightCurves,83,264121,0.3832,5,No
FCNN,KeplerLightCurves,77,401275,0.3969,5,No
FCNN,KeplerLightCurves,48,562932,0.4019,5,No
FCNN,KeplerLightCurves,70,186310,0.3956,5,No
FCNN,KeplerLightCurves,84,229303,0.4136,5,No
FCNN,KeplerLightCurves,46,415606,0.3898,5,No
FCNN,KeplerLightCurves,79,47907,0.4013,5,No
FCNN,KeplerLightCurves,41,81896,0.1500,5,No
FCNN,KeplerLightCurves,15,115951,0.3597,5,No
FCNN,KeplerLightCurves,12,157648,0.4004,5,No
FCNN,KeplerLightCurves,24,339174,0.4203,5,No
FCNN,KeplerLightCurves,23,587578,0.4158,5,No
FCNN,KeplerLightCurves,40,47777,0.3441,5,No
FCNN,KeplerLightCurves,47,121532,0.4095,5,No
FCNN,KeplerLightCurves,78,349727,0.3717,5,No
FCNN,KeplerLightCurves,85,231576,0.2634,5,No
FCNN,KeplerLightCurves,71,448231,0.3209,5,No
FCNN,KeplerLightCurves,100,153991,0.3231,5,No
FCNN,KeplerLightCurves,76,407356,0.2673,5,No
FCNN,KeplerLightCurves,82,618163,0.3340,5,No
FCNN,KeplerLightCurves,49,47907,0.2066,5,No
FCNN,KeplerLightCurves,22,244157,0.1493,5,No
FCNN,KeplerLightCurves,25,248411,0.4115,5,No
FCNN,KeplerLightCurves,13,136367,0.3082,5,No
FCNN,KeplerLightCurves,14,204421,0.4013,5,No
FCNN,KeplerLightCurves,50,369982,0.3841,5,No
FCNN,KeplerLightCurves,68,557923,0.3807,5,No
FCNN,KeplerLightCurves,57,449724,0.3186,5,No
FCNN,KeplerLightCurves,61,211352,0.3793,5,No
FCNN,KeplerLightCurves,95,303116,0.3901,5,No
FCNN,KeplerLightCurves,59,348728,0.4126,5,No
FCNN,KeplerLightCurves,92,81216,0.3915,5,No
FCNN,KeplerLightCurves,66,57331,0.3878,5,No
FCNN,KeplerLightCurves,32,473076,0.4001,5,No
FCNN,KeplerLightCurves,35,295308,0.3883,5,No
FCNN,KeplerLightCurves,3,248411,0.3937,5,No
FCNN,KeplerLightCurves,4,286627,0.3924,5,No
FCNN,KeplerLightCurves,58,566024,0.4068,5,No
FCNN,KeplerLightCurves,67,482484,0.4132,5,No
FCNN,KeplerLightCurves,93,472930,0.4056,5,No
FCNN,KeplerLightCurves,94,372613,0.3900,5,No
FCNN,KeplerLightCurves,60,169862,0.3834,5,No
FCNN,KeplerLightCurves,69,477607,0.3932,5,No
FCNN,KeplerLightCurves,56,415891,0.4085,5,No
FCNN,KeplerLightCurves,51,532908,0.3931,5,No
FCNN,KeplerLightCurves,5,373996,0.3820,5,No
FCNN,KeplerLightCurves,2,131416,0.3711,5,No
FCNN,KeplerLightCurves,34,606527,0.4116,5,No
FCNN,KeplerLightCurves,33,552916,0.2973,5,No
FCNN,KeplerLightCurves,11,126471,0.1574,5,No
FCNN,KeplerLightCurves,29,181533,0.3956,5,No
FCNN,KeplerLightCurves,16,612024,0.3730,5,No
FCNN,KeplerLightCurves,20,209374,0.2619,5,No
FCNN,KeplerLightCurves,18,47777,0.3652,5,No
FCNN,KeplerLightCurves,27,189586,0.1974,5,No
FCNN,KeplerLightCurves,73,415891,0.2444,5,No
FCNN,KeplerLightCurves,87,369982,0.3900,5,No
FCNN,KeplerLightCurves,80,176191,0.2239,5,No
FCNN,KeplerLightCurves,74,517923,0.3757,5,No
FCNN,KeplerLightCurves,42,134631,0.2380,5,No
FCNN,KeplerLightCurves,89,221452,0.3439,5,No
FCNN,KeplerLightCurves,45,192807,0.2264,5,No
