dataset,model,val_acc,activation,dropout_rate,hidden_units,learning_rate,num_layers,weight_decay,ff_dim,num_heads,pooling,kernel_size,num_filters,pooling_size,bidirectional,output_activation
BirdChicken,FCNN,0.875,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
BirdChicken,FCNN,0.75,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
BirdChicken,FCNN,0.95,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
BirdChicken,FCNN,0.65,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
BirdChicken,FCNN,0.85,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
BirdChicken,FCNN,0.625,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
BirdChicken,FCNN,0.525,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
BirdChicken,FCNN,0.625,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
BirdChicken,FCNN,0.725,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
BirdChicken,FCNN,0.675,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
BirdChicken,FCNN,0.55,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
BirdChicken,FCNN,0.75,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
BirdChicken,FCNN,0.625,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
BirdChicken,FCNN,0.7,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
BirdChicken,FCNN,0.75,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
BirdChicken,FCNN,0.575,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
BirdChicken,FCNN,0.75,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
BirdChicken,FCNN,0.525,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
BirdChicken,FCNN,0.5,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
BirdChicken,FCNN,0.475,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
BirdChicken,FCNN,0.825,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
