dataset,model,val_acc,activation,dropout_rate,hidden_units,learning_rate,num_layers,weight_decay,ff_dim,num_heads,pooling,kernel_size,num_filters,pooling_size,bidirectional,output_activation
RightWhaleCalls,FCNN,0.4852168381214142,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
RightWhaleCalls,FCNN,0.5069000363349915,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
RightWhaleCalls,FCNN,0.4772969543933868,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
RightWhaleCalls,FCNN,0.49973355531692504,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
RightWhaleCalls,FCNN,0.5941472530364991,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
RightWhaleCalls,FCNN,0.5039507567882537,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
RightWhaleCalls,FCNN,0.5525909662246704,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
RightWhaleCalls,FCNN,0.5283076107501984,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
RightWhaleCalls,FCNN,0.5171076834201813,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
RightWhaleCalls,FCNN,0.5615454912185669,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
RightWhaleCalls,FCNN,0.5004410088062287,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
RightWhaleCalls,FCNN,0.5149118006229401,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
RightWhaleCalls,FCNN,0.5417401731014252,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
RightWhaleCalls,FCNN,0.5316060185432434,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
RightWhaleCalls,FCNN,0.5320987701416016,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
RightWhaleCalls,FCNN,0.5215820789337158,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
RightWhaleCalls,FCNN,0.5101617038249969,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
RightWhaleCalls,FCNN,0.5121003270149231,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
RightWhaleCalls,FCNN,0.46399301290512085,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
RightWhaleCalls,FCNN,0.49729878902435304,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
RightWhaleCalls,FCNN,0.5520347595214844,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
RightWhaleCalls,FCNN,0.526727306842804,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
RightWhaleCalls,FCNN,0.5004042625427246,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
RightWhaleCalls,FCNN,0.5405090034008027,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
RightWhaleCalls,FCNN,0.49566335082054136,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
RightWhaleCalls,FCNN,0.5101249516010284,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
RightWhaleCalls,FCNN,0.5298143923282623,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
RightWhaleCalls,FCNN,0.5030779063701629,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
RightWhaleCalls,FCNN,0.49189634919166564,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
RightWhaleCalls,FCNN,0.4942759990692139,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
RightWhaleCalls,FCNN,0.5985368132591248,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
RightWhaleCalls,FCNN,0.49680264592170714,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
RightWhaleCalls,FCNN,0.5215729534626007,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
RightWhaleCalls,FCNN,0.5075431764125824,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
RightWhaleCalls,FCNN,0.49722529053688047,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
RightWhaleCalls,FCNN,0.5148015558719635,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
RightWhaleCalls,FCNN,0.52552370429039,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
RightWhaleCalls,FCNN,0.5175670623779297,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
RightWhaleCalls,FCNN,0.5203234195709229,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
RightWhaleCalls,FCNN,0.4852627754211426,relu,0.5511423928914,92.0,3.56194596e-05,3,0.0030315754747,,,,,,,,
RightWhaleCalls,FCNN,0.5058434426784515,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
RightWhaleCalls,FCNN,0.5329566359519958,gelu,0.1321503402253,105.0,9.18214799e-05,4,0.0006132819977,,,,,,,,
