dataset,model,val_acc,activation,dropout_rate,hidden_units,learning_rate,num_layers,weight_decay,ff_dim,num_heads,pooling,kernel_size,num_filters,pooling_size,bidirectional,output_activation
KeplerLightCurves,FCNN,0.41342281699180605,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
KeplerLightCurves,FCNN,0.40604026317596437,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
KeplerLightCurves,FCNN,0.40308725237846377,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
KeplerLightCurves,FCNN,0.3990604102611542,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
KeplerLightCurves,FCNN,0.41140939593315123,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
KeplerLightCurves,FCNN,0.17140939235687255,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
KeplerLightCurves,FCNN,0.16926174685359002,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
KeplerLightCurves,FCNN,0.193288591504097,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
KeplerLightCurves,FCNN,0.17771811932325363,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
KeplerLightCurves,FCNN,0.23999999314546586,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
KeplerLightCurves,FCNN,0.4126174509525299,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
KeplerLightCurves,FCNN,0.4398657739162445,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
KeplerLightCurves,FCNN,0.4091275155544281,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
KeplerLightCurves,FCNN,0.3285906076431274,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
