dataset,model,val_acc,activation,dropout_rate,hidden_units,learning_rate,num_layers,weight_decay,ff_dim,num_heads,pooling,kernel_size,num_filters,pooling_size,bidirectional,output_activation
ArrowHead,FCNN,0.8325581312179565,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
ArrowHead,FCNN,0.8558139324188232,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
ArrowHead,FCNN,0.8465116143226623,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
ArrowHead,FCNN,0.8325581431388855,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
ArrowHead,FCNN,0.8093023061752319,tanh,0.3633583992103,50.0,0.0002010646935,1,6.709385e-05,,,,,,,,
ArrowHead,FCNN,0.6418604671955108,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
ArrowHead,FCNN,0.6930232644081116,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
ArrowHead,FCNN,0.7767441809177399,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
ArrowHead,FCNN,0.7441860318183899,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
ArrowHead,FCNN,0.6465116381645203,gelu,0.1729053303171,24.0,1.38845551e-05,3,0.0001357952827,,,,,,,,
ArrowHead,FCNN,0.8139534831047058,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
ArrowHead,FCNN,0.7860465168952941,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
ArrowHead,FCNN,0.8093023300170898,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
ArrowHead,FCNN,0.8,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
ArrowHead,FCNN,0.8186046481132507,gelu,0.4877392393243,65.0,0.0001168172668,4,0.0002461600762,,,,,,,,
ArrowHead,FCNN,0.6139534890651703,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
ArrowHead,FCNN,0.38139534592628477,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
ArrowHead,FCNN,0.7488371968269348,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
ArrowHead,FCNN,0.6558139503002167,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
ArrowHead,FCNN,0.530232560634613,gelu,0.5270725066208,83.0,1.6405107e-05,4,0.0005345189815,,,,,,,,
ArrowHead,FCNN,0.7023255705833436,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
ArrowHead,FCNN,0.799999988079071,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
ArrowHead,FCNN,0.8139534950256347,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
ArrowHead,FCNN,0.8093023180961609,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
ArrowHead,FCNN,0.8186046481132507,relu,0.3619822498371,14.0,0.0002107947679,3,1.07418377e-05,,,,,,,,
ArrowHead,FCNN,0.6465116262435913,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
ArrowHead,FCNN,0.8232558131217956,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
ArrowHead,FCNN,0.7627906918525695,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
ArrowHead,FCNN,0.7116279065608978,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
ArrowHead,FCNN,0.6930232524871827,relu,0.5536549140244,104.0,1.07099908e-05,3,0.0004753660264,,,,,,,,
ArrowHead,FCNN,0.8418604612350464,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
ArrowHead,FCNN,0.8372093081474304,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
ArrowHead,FCNN,0.8279069781303405,relu,0.3473123598305,63.0,2.85415706e-05,1,0.001640519068,,,,,,,,
