bidirectional,dropout_rate,hidden_units,learning_rate,num_layers,output_activation,dataset,group_id,repeat_idx,val_acc_1,val_acc_std_1,val_acc_2,val_acc_std_2,val_acc_3,val_acc_std_3,val_acc_4,val_acc_std_4,val_acc_5,val_acc_std_5,val_acc_6,val_acc_std_6,val_acc_7,val_acc_std_7,val_acc_8,val_acc_std_8,val_acc_9,val_acc_std_9,val_acc_10,val_acc_std_10,val_acc_11,val_acc_std_11,val_acc_12,val_acc_std_12,val_acc_13,val_acc_std_13,val_acc_14,val_acc_std_14,val_acc_15,val_acc_std_15,val_acc_16,val_acc_std_16,val_acc_17,val_acc_std_17,val_acc_18,val_acc_std_18,val_acc_19,val_acc_std_19,val_acc_20,val_acc_std_20
True,0.0186634673884,72,0.0002969130534,1,relu,CatsDogs,85aad2e93c31adeaaeda77b3ace06ef6,0,0.4932291716337204,0.03800516259970755,0.5036363631486893,0.011675300343730984,0.5075757604837416,0.012142237233521543,0.5151515132188796,0.014707290414822442,0.5045454561710356,0.012796826353758416,0.5051515150070192,0.01984790595149892,0.5136363643407822,0.02214172110444187,0.5039393949508666,0.023734148431725076,0.505454550385475,0.02481643414174158,0.5181818193197251,0.019165319200134045,0.5221212083101273,0.015121179719563383,0.5124242413043976,0.016063465404967392,0.525454547405243,0.018961936853985263,0.514848483800888,0.017579817344836463,0.5206060570478439,0.021322462288824406,0.5196969699859619,0.02200305105467742,0.5130303013324737,0.01995045242053324,0.5130303001403809,0.018899955595215998,0.5209090864658357,0.01668654475513183,0.5230303025245666,0.012551288028692237
False,0.0359307062275,74,2.75961503e-05,3,relu,CatsDogs,6f8b5426734d8c490531a91a8fcadaed,1,0.48662879049777985,0.018002047340696364,0.5036363643407821,0.02550579832344564,0.5157575762271881,0.029268536478471503,0.5096969729661942,0.024022574000577793,0.5093939417600633,0.018094624711622844,0.5169696950912476,0.0225050812384845,0.5157575756311418,0.02174885767693674,0.5157575792074204,0.020984829708229746,0.5187878757715225,0.01361202348240164,0.5290909093618393,0.013566975638841058,0.5293939399719239,0.015188505284036027,0.5242424261569976,0.019324367424046366,0.5257575744390488,0.020164103675080078,0.5309090906381607,0.018723680335287984,0.532727274298668,0.018832357096474437,0.5306060642004012,0.01716874350767349,0.5300000017881394,0.02778971631834835,0.5303030312061311,0.02736608785023236,0.533333335518837,0.026914972534207122,0.543636366724968,0.025159419248415478
True,0.0139325051015,118,1.95733195e-05,1,relu,CatsDogs,1b66f8b0e1f54ce7bb17e69026fa6c24,2,0.49937500178813926,0.01605250683947131,0.5024242413043976,0.015765341468985953,0.4996969705820084,0.01786765397942382,0.5109090900421143,0.02317516216228609,0.5081818217039108,0.01958919035883736,0.5072727280855178,0.011356342118506606,0.5139393937587737,0.015983866344836506,0.5103030276298522,0.010516697272749873,0.5115151530504227,0.012840599577181732,0.5209090864658356,0.018263000351167256,0.5130303019285203,0.01743996881081744,0.5239393943548202,0.021113285579195954,0.5239393925666809,0.020574839876626977,0.5172727233171464,0.012457455605292114,0.5160606056451797,0.017498376534827415,0.5169696986675263,0.015131300202366499,0.5160606056451797,0.016477348395452097,0.5399999982118606,0.01888645389550057,0.5275757557153701,0.010540928789574673,0.5309090906381607,0.017307835923672004
False,0.2226713758956,160,0.0006339167217,1,gelu,CatsDogs,32fc2098a950241483da220ef17d167c,3,0.5125852298736572,0.016700916441852693,0.510909093618393,0.011797011111502012,0.5057575762271881,0.010246427436136537,0.5012121218442918,0.007311899179592939,0.5036363631486893,0.00912451577884217,0.5006060600280762,0.007666125062186716,0.5003030318021775,0.0017201392132046233,0.5012121206521988,0.003257478221616836,0.501515150666237,0.00785673796878977,0.49909090816974644,0.008811647464496745,0.49969697058200835,0.00301342151061228,0.5018181818723678,0.004989530669805143,0.49878788173198707,0.006094181617483165,0.5003030318021774,0.007346706235548897,0.4996969693899154,0.005430171500960707,0.5015151518583297,0.006738210875030922,0.499393938779831,0.003989577834068019,0.5015151512622833,0.010424120996987703,0.5021212112903595,0.006707860871110194,0.5033333319425584,0.0057937878950464474
False,0.2490646550231,193,0.0008517557891,2,gelu,CatsDogs,714d9019ec0c862dac1b621254f49dfb,4,0.4943465930223465,0.021853652242619672,0.4957575786113739,0.018024006241130174,0.5042424255609512,0.011622746709464062,0.5024242448806763,0.009454028528250192,0.5048484861850738,0.011175207316167692,0.5033333331346512,0.010827417174560951,0.5033333337306976,0.010637280752670331,0.5003030300140381,0.0017201383965088888,0.5003030300140381,0.0009582650437531496,0.4996969705820084,0.0038990421715300204,0.5030303025245667,0.006700252900460764,0.4996969699859619,0.0017201383965088888,0.5009090912342071,0.0042973826678574245,0.4996969699859619,0.0017201383965088888,0.49787878692150117,0.00857694049010619,0.4993939393758774,0.002390334497551318,0.5,0.0028569943710584703,0.5009090912342071,0.003792924112180958,0.5015151524543763,0.004103052634042147,0.4996969693899155,0.0022359534741109607
False,0.2213782285987,211,1.52242906e-05,2,relu,CatsDogs,35da783c1676d76f33401cb9392421ba,5,0.5107670480012895,0.019059075128626642,0.5115151518583297,0.020936157776914373,0.5121212142705918,0.021851827114184433,0.5115151542425156,0.021417952084634224,0.5066666692495345,0.015635374448147697,0.5030303061008453,0.03203788051011867,0.5042424225807189,0.019700850239362782,0.5048484826087952,0.022909479783016065,0.5115151488780975,0.016337426092489855,0.5124242389202118,0.017287189311348004,0.511515149474144,0.023852072627527927,0.5060606050491334,0.02245061242467978,0.5033333313465118,0.02588894767360605,0.5072727274894715,0.0200091747062768,0.5060606074333192,0.011156930293139893,0.5042424267530442,0.011266138701074185,0.5084848535060883,0.023289344940651324,0.5109090918302536,0.010019872949369596,0.5063636380434037,0.01929530998238871,0.5036363643407821,0.021417950585412605
False,0.2910569764067,191,0.000569434657,2,gelu,CatsDogs,5233d3395ed608f90951840948ea2fdd,6,0.5010984873771668,0.012143129828951958,0.5078787863254547,0.016402873009002148,0.5030303061008453,0.007106695204697235,0.5042424273490906,0.00628377388733042,0.5084848499298096,0.010365234147137537,0.5030303049087524,0.003030306100846487,0.49939393997192383,0.0013551914212237514,0.5,0.0,0.49939393997192383,0.0013551914212237514,0.5006060600280762,0.0013551914212237514,0.5,0.0,0.5,0.0,0.5006060600280762,0.0013551914212237514,0.5,0.0,0.5,0.0,0.5006060600280762,0.0013551914212237514,0.5,0.0,0.49878787875175473,0.002710385508048243,0.5,0.0,0.5042424249649048,0.006639064765634563
False,0.0624603498817,227,1.03991551e-05,1,relu,CatsDogs,207c8fd3c96443b2c2772c4f7ff2a173,7,0.49497159600257873,0.027032238981600003,0.49333333492279063,0.012760898501426783,0.4990909093618393,0.009587978452213586,0.5081818187236785,0.012780871519557858,0.5069696974754334,0.007005469941078513,0.5015151512622833,0.015134670393772242,0.5069696938991547,0.010305996228245977,0.5069696962833404,0.008335629659990875,0.5027272719144821,0.012408218963214486,0.5003030323982239,0.01224265896987422,0.5060606056451797,0.012121208343241516,0.5033333325386048,0.009085292676046058,0.5100000017881394,0.010502136326515308,0.5106060630083085,0.014231313884272796,0.5106060606241226,0.011539047765025958,0.5048484861850738,0.014859130416341463,0.5057575768232345,0.01431708875293444,0.5024242436885833,0.01517170118429041,0.5145454549789429,0.01646185809663452,0.5136363655328751,0.01499923148651804
False,0.2912006626045,128,1.54970938e-05,2,gelu,CatsDogs,88c40e67b7d131b9489d2fc3c201d40a,8,0.5161742436885833,0.02814694435714405,0.5200000011920929,0.030649531193580427,0.5030303037166595,0.0157459191958935,0.5187878775596619,0.015658192003788738,0.5163636374473572,0.006639055243657275,0.5145454561710359,0.00497928361110851,0.5115151500701904,0.010799100522298133,0.5096969711780549,0.016790174805335196,0.5042424213886261,0.021914757249945408,0.5157575762271881,0.01665287407522599,0.5309090876579285,0.01378705066852133,0.5090909075737,0.02461829526113766,0.5018181824684144,0.02549779511701223,0.5096969676017762,0.017850514284088393,0.5151515114307403,0.012121211737396801,0.5084848475456238,0.017978660721846142,0.5163636362552643,0.008463172941755442,0.5181818234920501,0.012121215090159638,0.5284848499298096,0.028954862270565256,0.5381818211078644,0.02084091041509652
False,0.1862581186845,226,0.0005861217612,2,tanh,CatsDogs,5e5d5b37304926a56f541f254aaae795,9,0.4988162899017333,0.0317344048365479,0.49454545497894287,0.017483792913682523,0.49575757741928095,0.008475218816351925,0.49606060743331903,0.006858278385213485,0.4963636374473571,0.00567816796665487,0.49545454621315005,0.0062675114087444375,0.49969697058200835,0.0041524852876842905,0.5045454537868499,0.009502467298598632,0.5,0.0020202000935872397,0.5006060606241226,0.004471907486754727,0.5009090906381607,0.005160419350763099,0.5009090900421143,0.002045296709180147,0.4996969699859619,0.0009582650437531496,0.4996969693899155,0.0033348620030461025,0.5018181812763214,0.002555375649018652,0.4996969693899155,0.0022359534741109607,0.4993939387798309,0.004237611065741015,0.4969696968793869,0.007283941361145093,0.5009090900421143,0.002045296709180147,0.4972727274894714,0.004617829762372093
